# file...... out_house.csv
# date...... Sun Feb 17 16:30:01 2019
# user...... dpinney
# host...... (null)
# target.... house 2
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,heating_demand[kW],cooling_demand[kW],heating_setpoint[degF],air_temperature[degF],outdoor_temperature[degF]
2012-01-01 11:53:00 UTC,+2.95255,+1.2948,+65,+64.4466,+26.1763
2012-01-01 11:54:00 UTC,+2.95219,+1.29488,+65,+64.4273,+26.1601
2012-01-01 11:55:00 UTC,+2.95184,+1.29496,+65,+64.4106,+26.1439
2012-01-01 11:56:00 UTC,+2.95148,+1.29504,+65,+64.396,+26.1276
2012-01-01 11:57:00 UTC,+2.95112,+1.29512,+65,+64.3832,+26.1113
2012-01-01 11:58:00 UTC,+2.95075,+1.2952,+65,+64.3718,+26.0949
2012-01-01 11:59:00 UTC,+2.95039,+1.29528,+65,+64.3617,+26.0785
2012-01-01 12:00:00 UTC,+2.95003,+1.29536,+65,+64.3526,+26.062
2012-01-01 12:01:00 UTC,+2.9496,+1.29546,+65,+64.3443,+26.0425
2012-01-01 12:02:00 UTC,+2.94917,+1.29555,+65,+64.3367,+26.0231
2012-01-01 12:03:00 UTC,+2.94874,+1.29565,+65,+64.3298,+26.0037
2012-01-01 12:04:00 UTC,+2.94832,+1.29574,+65,+64.3233,+25.9844
2012-01-01 12:05:00 UTC,+2.94789,+1.29584,+65,+64.3173,+25.9651
2012-01-01 12:06:00 UTC,+2.94747,+1.29593,+65,+64.312,+25.9459
2012-01-01 12:07:00 UTC,+2.94705,+1.29603,+65,+64.3073,+25.9267
2012-01-01 12:08:00 UTC,+2.94663,+1.29612,+65,+64.3027,+25.9076
2012-01-01 12:09:00 UTC,+2.94621,+1.29621,+65,+64.2982,+25.8885
2012-01-01 12:10:00 UTC,+2.94579,+1.29631,+65,+64.2938,+25.8695
2012-01-01 12:11:00 UTC,+2.94537,+1.2964,+65,+64.2896,+25.8505
2012-01-01 12:12:00 UTC,+2.94495,+1.2965,+65,+64.2853,+25.8316
2012-01-01 12:13:00 UTC,+2.94454,+1.29659,+65,+64.2812,+25.8127
2012-01-01 12:14:00 UTC,+2.94413,+1.29668,+65,+64.2771,+25.7939
2012-01-01 12:15:00 UTC,+2.94371,+1.29677,+65,+64.273,+25.7751
2012-01-01 12:16:00 UTC,+2.9433,+1.29687,+65,+64.269,+25.7564
2012-01-01 12:17:00 UTC,+2.94289,+1.29696,+65,+64.2649,+25.7377
2012-01-01 12:18:00 UTC,+2.94248,+1.29705,+65,+64.2609,+25.7191
2012-01-01 12:19:00 UTC,+2.94207,+1.29714,+65,+64.2569,+25.7005
2012-01-01 12:20:00 UTC,+2.94167,+1.29723,+65,+64.2529,+25.682
2012-01-01 12:21:00 UTC,+2.94126,+1.29732,+65,+64.2489,+25.6635
2012-01-01 12:22:00 UTC,+2.94086,+1.29741,+65,+64.2449,+25.6451
2012-01-01 12:23:00 UTC,+2.94046,+1.2975,+65,+64.2409,+25.6267
2012-01-01 12:24:00 UTC,+2.94006,+1.29759,+65,+64.2369,+25.6084
2012-01-01 12:25:00 UTC,+2.93965,+1.29768,+65,+64.2329,+25.5901
2012-01-01 12:26:00 UTC,+2.93926,+1.29777,+65,+64.2289,+25.5719
2012-01-01 12:27:00 UTC,+2.93886,+1.29786,+65,+64.2249,+25.5537
2012-01-01 12:28:00 UTC,+2.93846,+1.29795,+65,+64.2208,+25.5356
2012-01-01 12:29:00 UTC,+2.93807,+1.29804,+65,+64.2168,+25.5175
2012-01-01 12:30:00 UTC,+2.93767,+1.29813,+65,+64.2127,+25.4995
2012-01-01 12:31:00 UTC,+2.93728,+1.29822,+65,+64.2086,+25.4815
2012-01-01 12:32:00 UTC,+2.93689,+1.29831,+65,+64.2045,+25.4636
2012-01-01 12:33:00 UTC,+2.9365,+1.29839,+65,+64.2004,+25.4457
2012-01-01 12:34:00 UTC,+2.93611,+1.29848,+65,+64.1963,+25.4279
2012-01-01 12:35:00 UTC,+2.93572,+1.29857,+65,+64.1922,+25.4101
2012-01-01 12:36:00 UTC,+2.93533,+1.29866,+65,+64.188,+25.3924
2012-01-01 12:37:00 UTC,+2.93494,+1.29874,+65,+64.1839,+25.3747
2012-01-01 12:38:00 UTC,+2.93456,+1.29883,+65,+64.1797,+25.3571
2012-01-01 12:39:00 UTC,+2.93418,+1.29892,+65,+64.1755,+25.3395
2012-01-01 12:40:00 UTC,+2.93379,+1.299,+65,+64.1713,+25.322
2012-01-01 12:41:00 UTC,+2.93341,+1.29909,+65,+64.1671,+25.3045
2012-01-01 12:42:00 UTC,+2.93303,+1.29918,+65,+64.1629,+25.2871
2012-01-01 12:43:00 UTC,+2.93265,+1.29926,+65,+64.1586,+25.2697
2012-01-01 12:44:00 UTC,+2.93228,+1.29935,+65,+64.1544,+25.2524
2012-01-01 12:45:00 UTC,+2.9319,+1.29943,+65,+64.1501,+25.2351
2012-01-01 12:46:00 UTC,+2.93152,+1.29952,+65,+64.1458,+25.2179
2012-01-01 12:47:00 UTC,+2.93115,+1.2996,+65,+64.1415,+25.2007
2012-01-01 12:48:00 UTC,+2.93078,+1.29969,+65,+64.1372,+25.1836
2012-01-01 12:49:00 UTC,+2.93041,+1.29977,+65,+64.1329,+25.1665
2012-01-01 12:50:00 UTC,+2.93004,+1.29985,+65,+64.1285,+25.1495
2012-01-01 12:51:00 UTC,+2.92967,+1.29994,+65,+64.1242,+25.1325
2012-01-01 12:52:00 UTC,+2.9293,+1.30002,+65,+64.1198,+25.1156
2012-01-01 12:53:00 UTC,+2.92893,+1.3001,+65,+64.1154,+25.0987
2012-01-01 12:54:00 UTC,+2.92857,+1.30019,+65,+64.111,+25.0819
2012-01-01 12:55:00 UTC,+2.9282,+1.30027,+65,+64.1066,+25.0651
2012-01-01 12:56:00 UTC,+2.92784,+1.30035,+65,+64.1022,+25.0484
2012-01-01 12:57:00 UTC,+2.92748,+1.30043,+65,+64.0977,+25.0317
2012-01-01 12:58:00 UTC,+2.92711,+1.30051,+65,+64.0933,+25.0151
2012-01-01 12:59:00 UTC,+2.92676,+1.3006,+65,+64.0888,+24.9985
2012-01-01 13:00:00 UTC,+2.9264,+1.30068,+65,+64.0843,+24.982
2012-01-01 13:01:00 UTC,+2.9261,+1.30074,+65,+64.0798,+24.9685
2012-01-01 13:02:00 UTC,+2.92581,+1.30081,+65,+64.0754,+24.9549
2012-01-01 13:03:00 UTC,+2.92551,+1.30088,+65,+64.071,+24.9413
2012-01-01 13:04:00 UTC,+2.92522,+1.30095,+65,+64.0667,+24.9276
2012-01-01 13:05:00 UTC,+2.92492,+1.30101,+65,+64.0624,+24.9139
2012-01-01 13:06:00 UTC,+2.92462,+1.30108,+65,+64.0582,+24.9001
2012-01-01 13:07:00 UTC,+2.92432,+1.30115,+65,+64.0529,+24.8863
2012-01-01 13:08:00 UTC,+2.92402,+1.30122,+65,+64.0478,+24.8724
2012-01-01 13:09:00 UTC,+2.92372,+1.30129,+65,+64.0428,+24.8585
2012-01-01 13:10:00 UTC,+2.92342,+1.30135,+65,+64.0378,+24.8445
2012-01-01 13:11:00 UTC,+2.92311,+1.30142,+65,+64.033,+24.8305
2012-01-01 13:12:00 UTC,+2.92281,+1.30149,+65,+64.0282,+24.8164
2012-01-01 13:13:00 UTC,+2.9225,+1.30156,+65,+64.0235,+24.8023
2012-01-01 13:14:00 UTC,+2.92219,+1.30163,+65,+64.0188,+24.7881
2012-01-01 13:15:00 UTC,+2.92189,+1.3017,+65,+64.0141,+24.7739
2012-01-01 13:16:00 UTC,+2.92158,+1.30177,+65,+64.0095,+24.7596
2012-01-01 13:17:00 UTC,+2.92127,+1.30184,+65,+64.0048,+24.7453
2012-01-01 13:18:00 UTC,+2.92096,+1.30191,+65,+64.0002,+24.7309
2012-01-01 13:19:00 UTC,+2.92065,+1.30199,+65,+63.9956,+24.7165
2012-01-01 13:20:00 UTC,+2.92033,+1.30206,+65,+64.347,+24.702
2012-01-01 13:21:00 UTC,+2.92002,+1.30213,+65,+64.6469,+24.6875
2012-01-01 13:22:00 UTC,+2.9197,+1.3022,+65,+64.9038,+24.6729
2012-01-01 13:23:00 UTC,+2.91939,+1.30227,+65,+65.1245,+24.6583
2012-01-01 13:24:00 UTC,+2.91907,+1.30234,+65,+65.3151,+24.6436
2012-01-01 13:25:00 UTC,+2.91875,+1.30242,+65,+65.4805,+24.6289
2012-01-01 13:26:00 UTC,+2.91843,+1.30249,+65,+65.6247,+24.6141
2012-01-01 13:27:00 UTC,+2.91811,+1.30256,+65,+65.7513,+24.5993
2012-01-01 13:28:00 UTC,+2.91779,+1.30264,+65,+65.8631,+24.5844
2012-01-01 13:29:00 UTC,+2.91747,+1.30271,+65,+65.9625,+24.5695
2012-01-01 13:30:00 UTC,+2.91715,+1.30278,+65,+66.0516,+24.5545
2012-01-01 13:31:00 UTC,+2.91682,+1.30286,+65,+65.7772,+24.5395
2012-01-01 13:32:00 UTC,+2.9165,+1.30293,+65,+65.5469,+24.5244
2012-01-01 13:33:00 UTC,+2.91617,+1.30301,+65,+65.3534,+24.5093
2012-01-01 13:34:00 UTC,+2.91585,+1.30308,+65,+65.1907,+24.4941
2012-01-01 13:35:00 UTC,+2.91552,+1.30315,+65,+65.0539,+24.4789
2012-01-01 13:36:00 UTC,+2.91519,+1.30323,+65,+64.9385,+24.4636
2012-01-01 13:37:00 UTC,+2.91486,+1.30331,+65,+64.8412,+24.4483
2012-01-01 13:38:00 UTC,+2.91453,+1.30338,+65,+64.7589,+24.4329
2012-01-01 13:39:00 UTC,+2.9142,+1.30346,+65,+64.6892,+24.4175
2012-01-01 13:40:00 UTC,+2.91386,+1.30353,+65,+64.63,+24.402
2012-01-01 13:41:00 UTC,+2.91353,+1.30361,+65,+64.5796,+24.3865
2012-01-01 13:42:00 UTC,+2.9132,+1.30369,+65,+64.5365,+24.3709
2012-01-01 13:43:00 UTC,+2.91286,+1.30376,+65,+64.4996,+24.3553
2012-01-01 13:44:00 UTC,+2.91252,+1.30384,+65,+64.4678,+24.3396
2012-01-01 13:45:00 UTC,+2.91218,+1.30392,+65,+64.4403,+24.3239
2012-01-01 13:46:00 UTC,+2.91185,+1.304,+65,+64.4163,+24.3081
2012-01-01 13:47:00 UTC,+2.91151,+1.30407,+65,+64.3953,+24.2923
2012-01-01 13:48:00 UTC,+2.91116,+1.30415,+65,+64.3768,+24.2764
2012-01-01 13:49:00 UTC,+2.91082,+1.30423,+65,+64.3604,+24.2605
2012-01-01 13:50:00 UTC,+2.91048,+1.30431,+65,+64.3457,+24.2445
2012-01-01 13:51:00 UTC,+2.91014,+1.30439,+65,+64.3325,+24.2285
2012-01-01 13:52:00 UTC,+2.90979,+1.30447,+65,+64.3204,+24.2124
2012-01-01 13:53:00 UTC,+2.90944,+1.30455,+65,+64.3093,+24.1963
2012-01-01 13:54:00 UTC,+2.9091,+1.30463,+65,+64.2991,+24.1801
2012-01-01 13:55:00 UTC,+2.90875,+1.30471,+65,+64.2895,+24.1639
2012-01-01 13:56:00 UTC,+2.9084,+1.30479,+65,+64.2805,+24.1476
2012-01-01 13:57:00 UTC,+2.90805,+1.30487,+65,+64.272,+24.1313
2012-01-01 13:58:00 UTC,+2.9077,+1.30495,+65,+64.2638,+24.1149
2012-01-01 13:59:00 UTC,+2.90735,+1.30503,+65,+64.2559,+24.0985
2012-01-01 14:00:00 UTC,+2.907,+1.30511,+65,+64.2483,+24.082
2012-01-01 14:01:00 UTC,+2.90696,+1.30512,+65,+64.2409,+24.0802
2012-01-01 14:02:00 UTC,+2.90691,+1.30513,+65,+64.2337,+24.0779
2012-01-01 14:03:00 UTC,+2.90685,+1.30514,+65,+64.2265,+24.075
2012-01-01 14:04:00 UTC,+2.90677,+1.30516,+65,+64.2194,+24.0716
2012-01-01 14:05:00 UTC,+2.90669,+1.30518,+65,+64.2124,+24.0676
2012-01-01 14:06:00 UTC,+2.90659,+1.3052,+65,+64.2053,+24.0631
2012-01-01 14:07:00 UTC,+2.90648,+1.30523,+65,+64.1967,+24.058
2012-01-01 14:08:00 UTC,+2.90636,+1.30525,+65,+64.1883,+24.0524
2012-01-01 14:09:00 UTC,+2.90623,+1.30528,+65,+64.1801,+24.0462
2012-01-01 14:10:00 UTC,+2.90609,+1.30532,+65,+64.172,+24.0395
2012-01-01 14:11:00 UTC,+2.90593,+1.30535,+65,+64.164,+24.0322
2012-01-01 14:12:00 UTC,+2.90576,+1.30539,+65,+64.1561,+24.0244
2012-01-01 14:13:00 UTC,+2.90558,+1.30543,+65,+64.1482,+24.016
2012-01-01 14:14:00 UTC,+2.90539,+1.30548,+65,+64.1404,+24.0071
2012-01-01 14:15:00 UTC,+2.90519,+1.30552,+65,+64.1326,+23.9976
2012-01-01 14:16:00 UTC,+2.90498,+1.30557,+65,+64.1248,+23.9876
2012-01-01 14:17:00 UTC,+2.90475,+1.30563,+65,+64.117,+23.977
2012-01-01 14:18:00 UTC,+2.90451,+1.30568,+65,+64.1091,+23.9659
2012-01-01 14:19:00 UTC,+2.90426,+1.30574,+65,+64.1013,+23.9542
2012-01-01 14:20:00 UTC,+2.904,+1.3058,+65,+64.0934,+23.942
2012-01-01 14:21:00 UTC,+2.90373,+1.30586,+65,+64.0855,+23.9292
2012-01-01 14:22:00 UTC,+2.90344,+1.30593,+65,+64.0776,+23.9159
2012-01-01 14:23:00 UTC,+2.90315,+1.30599,+65,+64.0696,+23.902
2012-01-01 14:24:00 UTC,+2.90284,+1.30607,+65,+64.0615,+23.8876
2012-01-01 14:25:00 UTC,+2.90252,+1.30614,+65,+64.0535,+23.8726
2012-01-01 14:26:00 UTC,+2.90219,+1.30622,+65,+64.0453,+23.8571
2012-01-01 14:27:00 UTC,+2.90184,+1.3063,+65,+64.0372,+23.841
2012-01-01 14:28:00 UTC,+2.90149,+1.30638,+65,+64.0289,+23.8244
2012-01-01 14:29:00 UTC,+2.90112,+1.30646,+65,+64.0207,+23.8072
2012-01-01 14:30:00 UTC,+2.90074,+1.30655,+65,+64.0123,+23.7895
2012-01-01 14:31:00 UTC,+2.90036,+1.30664,+65,+64.004,+23.7712
2012-01-01 14:32:00 UTC,+2.89995,+1.30673,+65,+63.9955,+23.7524
2012-01-01 14:33:00 UTC,+2.89954,+1.30683,+65,+64.3356,+23.733
2012-01-01 14:34:00 UTC,+2.89912,+1.30692,+65,+64.6252,+23.7131
2012-01-01 14:35:00 UTC,+2.89868,+1.30703,+65,+64.8725,+23.6926
2012-01-01 14:36:00 UTC,+2.89823,+1.30713,+65,+65.0844,+23.6716
2012-01-01 14:37:00 UTC,+2.89777,+1.30724,+65,+65.2667,+23.65
2012-01-01 14:38:00 UTC,+2.8973,+1.30734,+65,+65.4242,+23.6279
2012-01-01 14:39:00 UTC,+2.89682,+1.30746,+65,+65.561,+23.6052
2012-01-01 14:40:00 UTC,+2.89633,+1.30757,+65,+65.6804,+23.582
2012-01-01 14:41:00 UTC,+2.89582,+1.30769,+65,+65.7853,+23.5582
2012-01-01 14:42:00 UTC,+2.8953,+1.30781,+65,+65.8779,+23.5339
2012-01-01 14:43:00 UTC,+2.89478,+1.30793,+65,+65.9604,+23.509
2012-01-01 14:44:00 UTC,+2.89424,+1.30805,+65,+66.0343,+23.4836
2012-01-01 14:45:00 UTC,+2.89368,+1.30818,+65,+65.7545,+23.4576
2012-01-01 14:46:00 UTC,+2.89312,+1.30831,+65,+65.5189,+23.4311
2012-01-01 14:47:00 UTC,+2.89255,+1.30845,+65,+65.3203,+23.404
2012-01-01 14:48:00 UTC,+2.89196,+1.30858,+65,+65.1525,+23.3764
2012-01-01 14:49:00 UTC,+2.89136,+1.30872,+65,+65.0106,+23.3482
2012-01-01 14:50:00 UTC,+2.89076,+1.30886,+65,+64.8903,+23.3195
2012-01-01 14:51:00 UTC,+2.89014,+1.30901,+65,+64.788,+23.2902
2012-01-01 14:52:00 UTC,+2.8895,+1.30915,+65,+64.7008,+23.2604
2012-01-01 14:53:00 UTC,+2.88886,+1.3093,+65,+64.6262,+23.23
2012-01-01 14:54:00 UTC,+2.88821,+1.30946,+65,+64.5621,+23.1991
2012-01-01 14:55:00 UTC,+2.88754,+1.30961,+65,+64.5068,+23.1676
2012-01-01 14:56:00 UTC,+2.88686,+1.30977,+65,+64.4588,+23.1356
2012-01-01 14:57:00 UTC,+2.88618,+1.30993,+65,+64.417,+23.103
2012-01-01 14:58:00 UTC,+2.88548,+1.31009,+65,+64.3803,+23.0699
2012-01-01 14:59:00 UTC,+2.88477,+1.31026,+65,+64.3479,+23.0362
2012-01-01 15:00:00 UTC,+2.88404,+1.31043,+65,+64.319,+23.002
2012-01-01 15:01:00 UTC,+2.88278,+1.31072,+65,+64.2931,+22.9421
2012-01-01 15:02:00 UTC,+2.88153,+1.31101,+65,+64.2695,+22.8826
2012-01-01 15:03:00 UTC,+2.88028,+1.31131,+65,+64.2479,+22.8233
2012-01-01 15:04:00 UTC,+2.87904,+1.3116,+65,+64.2278,+22.7644
2012-01-01 15:05:00 UTC,+2.87781,+1.31188,+65,+64.2091,+22.7057
2012-01-01 15:06:00 UTC,+2.87658,+1.31217,+65,+64.1916,+22.6474
2012-01-01 15:07:00 UTC,+2.87537,+1.31246,+65,+64.1753,+22.5893
2012-01-01 15:08:00 UTC,+2.87415,+1.31274,+65,+64.1598,+22.5316
2012-01-01 15:09:00 UTC,+2.87295,+1.31302,+65,+64.1448,+22.4741
2012-01-01 15:10:00 UTC,+2.87175,+1.31331,+65,+64.1303,+22.417
2012-01-01 15:11:00 UTC,+2.87057,+1.31359,+65,+64.1163,+22.3601
2012-01-01 15:12:00 UTC,+2.86938,+1.31386,+65,+64.1025,+22.3036
2012-01-01 15:13:00 UTC,+2.86821,+1.31414,+65,+64.089,+22.2473
2012-01-01 15:14:00 UTC,+2.86704,+1.31442,+65,+64.0758,+22.1914
2012-01-01 15:15:00 UTC,+2.86588,+1.31469,+65,+64.0627,+22.1357
2012-01-01 15:16:00 UTC,+2.86473,+1.31496,+65,+64.0497,+22.0804
2012-01-01 15:17:00 UTC,+2.86358,+1.31523,+65,+64.0369,+22.0253
2012-01-01 15:18:00 UTC,+2.86244,+1.3155,+65,+64.0241,+21.9706
2012-01-01 15:19:00 UTC,+2.86131,+1.31577,+65,+64.0114,+21.9161
2012-01-01 15:20:00 UTC,+2.86018,+1.31604,+65,+63.9987,+21.862
2012-01-01 15:21:00 UTC,+2.85907,+1.3163,+65,+64.3204,+21.8081
2012-01-01 15:22:00 UTC,+2.85795,+1.31657,+65,+64.5935,+21.7546
2012-01-01 15:23:00 UTC,+2.85685,+1.31683,+65,+64.8258,+21.7013
2012-01-01 15:24:00 UTC,+2.85575,+1.31709,+65,+65.0241,+21.6484
2012-01-01 15:25:00 UTC,+2.85466,+1.31735,+65,+65.1939,+21.5957
2012-01-01 15:26:00 UTC,+2.85358,+1.31761,+65,+65.3399,+21.5434
2012-01-01 15:27:00 UTC,+2.8525,+1.31786,+65,+65.4659,+21.4913
2012-01-01 15:28:00 UTC,+2.85143,+1.31812,+65,+65.5752,+21.4396
2012-01-01 15:29:00 UTC,+2.85037,+1.31837,+65,+65.6705,+21.3881
2012-01-01 15:30:00 UTC,+2.84931,+1.31862,+65,+65.7542,+21.337
2012-01-01 15:31:00 UTC,+2.84827,+1.31887,+65,+65.828,+21.2861
2012-01-01 15:32:00 UTC,+2.84722,+1.31912,+65,+65.8937,+21.2356
2012-01-01 15:33:00 UTC,+2.84619,+1.31937,+65,+65.9524,+21.1853
2012-01-01 15:34:00 UTC,+2.84516,+1.31962,+65,+66.0054,+21.1354
2012-01-01 15:35:00 UTC,+2.84414,+1.31986,+65,+65.7246,+21.0857
2012-01-01 15:36:00 UTC,+2.84312,+1.3201,+65,+65.4877,+21.0364
2012-01-01 15:37:00 UTC,+2.84212,+1.32034,+65,+65.2873,+20.9873
2012-01-01 15:38:00 UTC,+2.84111,+1.32058,+65,+65.1176,+20.9386
2012-01-01 15:39:00 UTC,+2.84012,+1.32082,+65,+64.9735,+20.8901
2012-01-01 15:40:00 UTC,+2.83913,+1.32106,+65,+64.8508,+20.842
2012-01-01 15:41:00 UTC,+2.83815,+1.3213,+65,+64.746,+20.7941
2012-01-01 15:42:00 UTC,+2.83718,+1.32153,+65,+64.6561,+20.7466
2012-01-01 15:43:00 UTC,+2.83621,+1.32176,+65,+64.5788,+20.6993
2012-01-01 15:44:00 UTC,+2.83525,+1.32199,+65,+64.5119,+20.6524
2012-01-01 15:45:00 UTC,+2.83429,+1.32222,+65,+64.4538,+20.6057
2012-01-01 15:46:00 UTC,+2.83335,+1.32245,+65,+64.4029,+20.5594
2012-01-01 15:47:00 UTC,+2.83241,+1.32268,+65,+64.3581,+20.5133
2012-01-01 15:48:00 UTC,+2.83147,+1.3229,+65,+64.3185,+20.4676
2012-01-01 15:49:00 UTC,+2.83054,+1.32313,+65,+64.2831,+20.4221
2012-01-01 15:50:00 UTC,+2.82962,+1.32335,+65,+64.2513,+20.377
2012-01-01 15:51:00 UTC,+2.82871,+1.32357,+65,+64.2224,+20.3321
2012-01-01 15:52:00 UTC,+2.8278,+1.32379,+65,+64.1961,+20.2876
2012-01-01 15:53:00 UTC,+2.8269,+1.32401,+65,+64.1718,+20.2433
2012-01-01 15:54:00 UTC,+2.82601,+1.32422,+65,+64.1492,+20.1994
2012-01-01 15:55:00 UTC,+2.82512,+1.32444,+65,+64.1281,+20.1557
2012-01-01 15:56:00 UTC,+2.82424,+1.32465,+65,+64.1081,+20.1124
2012-01-01 15:57:00 UTC,+2.82336,+1.32486,+65,+64.0892,+20.0693
2012-01-01 15:58:00 UTC,+2.82249,+1.32507,+65,+64.0711,+20.0266
2012-01-01 15:59:00 UTC,+2.82163,+1.32528,+65,+64.0538,+19.9841
2012-01-01 16:00:00 UTC,+2.82078,+1.32549,+65,+64.037,+19.942
2012-01-01 16:01:00 UTC,+2.81993,+1.3257,+65,+64.0206,+19.9001
2012-01-01 16:02:00 UTC,+2.81908,+1.3259,+65,+64.0048,+19.8586
2012-01-01 16:03:00 UTC,+2.81825,+1.3261,+65,+63.9893,+19.8173
2012-01-01 16:04:00 UTC,+2.81742,+1.32631,+65,+64.2934,+19.7764
2012-01-01 16:05:00 UTC,+2.8166,+1.32651,+65,+64.5514,+19.7357
2012-01-01 16:06:00 UTC,+2.81578,+1.3267,+65,+64.771,+19.6954
2012-01-01 16:07:00 UTC,+2.81497,+1.3269,+65,+64.9646,+19.6553
2012-01-01 16:08:00 UTC,+2.81417,+1.3271,+65,+65.1304,+19.6156
2012-01-01 16:09:00 UTC,+2.81337,+1.32729,+65,+65.2729,+19.5761
2012-01-01 16:10:00 UTC,+2.81258,+1.32748,+65,+65.396,+19.537
2012-01-01 16:11:00 UTC,+2.81179,+1.32768,+65,+65.5027,+19.4981
2012-01-01 16:12:00 UTC,+2.81102,+1.32787,+65,+65.5959,+19.4596
2012-01-01 16:13:00 UTC,+2.81024,+1.32805,+65,+65.6776,+19.4213
2012-01-01 16:14:00 UTC,+2.80948,+1.32824,+65,+65.7498,+19.3834
2012-01-01 16:15:00 UTC,+2.80872,+1.32843,+65,+65.814,+19.3457
2012-01-01 16:16:00 UTC,+2.80797,+1.32861,+65,+65.8714,+19.3084
2012-01-01 16:17:00 UTC,+2.80722,+1.32879,+65,+65.9233,+19.2713
2012-01-01 16:18:00 UTC,+2.80648,+1.32897,+65,+65.9705,+19.2346
2012-01-01 16:19:00 UTC,+2.80575,+1.32915,+65,+66.0138,+19.1981
2012-01-01 16:20:00 UTC,+2.80502,+1.32933,+65,+65.7389,+19.162
2012-01-01 16:21:00 UTC,+2.8043,+1.32951,+65,+65.5069,+19.1261
2012-01-01 16:22:00 UTC,+2.80359,+1.32968,+65,+65.3109,+19.0906
2012-01-01 16:23:00 UTC,+2.80288,+1.32986,+65,+65.1449,+19.0553
2012-01-01 16:24:00 UTC,+2.80218,+1.33003,+65,+65.004,+19.0204
2012-01-01 16:25:00 UTC,+2.80148,+1.3302,+65,+64.8841,+18.9857
2012-01-01 16:26:00 UTC,+2.80079,+1.33037,+65,+64.7818,+18.9514
2012-01-01 16:27:00 UTC,+2.80011,+1.33054,+65,+64.6942,+18.9173
2012-01-01 16:28:00 UTC,+2.79943,+1.3307,+65,+64.6188,+18.8836
2012-01-01 16:29:00 UTC,+2.79876,+1.33087,+65,+64.5537,+18.8501
2012-01-01 16:30:00 UTC,+2.7981,+1.33103,+65,+64.4972,+18.817
2012-01-01 16:31:00 UTC,+2.79744,+1.33119,+65,+64.4479,+18.7841
2012-01-01 16:32:00 UTC,+2.79679,+1.33135,+65,+64.4046,+18.7516
2012-01-01 16:33:00 UTC,+2.79614,+1.33151,+65,+64.3662,+18.7193
2012-01-01 16:34:00 UTC,+2.7955,+1.33167,+65,+64.3321,+18.6874
2012-01-01 16:35:00 UTC,+2.79487,+1.33182,+65,+64.3015,+18.6557
2012-01-01 16:36:00 UTC,+2.79424,+1.33198,+65,+64.2738,+18.6244
2012-01-01 16:37:00 UTC,+2.79362,+1.33213,+65,+64.2486,+18.5933
2012-01-01 16:38:00 UTC,+2.79301,+1.33228,+65,+64.2254,+18.5626
2012-01-01 16:39:00 UTC,+2.7924,+1.33243,+65,+64.204,+18.5321
2012-01-01 16:40:00 UTC,+2.7918,+1.33258,+65,+64.1839,+18.502
2012-01-01 16:41:00 UTC,+2.7912,+1.33273,+65,+64.1651,+18.4721
2012-01-01 16:42:00 UTC,+2.79061,+1.33287,+65,+64.1472,+18.4426
2012-01-01 16:43:00 UTC,+2.79003,+1.33302,+65,+64.1302,+18.4133
2012-01-01 16:44:00 UTC,+2.78945,+1.33316,+65,+64.1139,+18.3844
2012-01-01 16:45:00 UTC,+2.78888,+1.3333,+65,+64.0982,+18.3557
2012-01-01 16:46:00 UTC,+2.78832,+1.33344,+65,+64.083,+18.3274
2012-01-01 16:47:00 UTC,+2.78776,+1.33358,+65,+64.0682,+18.2993
2012-01-01 16:48:00 UTC,+2.7872,+1.33371,+65,+64.0537,+18.2716
2012-01-01 16:49:00 UTC,+2.78666,+1.33385,+65,+64.0395,+18.2441
2012-01-01 16:50:00 UTC,+2.78612,+1.33398,+65,+64.0255,+18.217
2012-01-01 16:51:00 UTC,+2.78558,+1.33412,+65,+64.0117,+18.1901
2012-01-01 16:52:00 UTC,+2.78505,+1.33425,+65,+63.9982,+18.1636
2012-01-01 16:53:00 UTC,+2.78453,+1.33438,+65,+64.2922,+18.1373
2012-01-01 16:54:00 UTC,+2.78402,+1.3345,+65,+64.5419,+18.1114
2012-01-01 16:55:00 UTC,+2.78351,+1.33463,+65,+64.7543,+18.0857
2012-01-01 16:56:00 UTC,+2.783,+1.33475,+65,+64.9356,+18.0604
2012-01-01 16:57:00 UTC,+2.7825,+1.33488,+65,+65.0909,+18.0353
2012-01-01 16:58:00 UTC,+2.78201,+1.335,+65,+65.2244,+18.0106
2012-01-01 16:59:00 UTC,+2.78153,+1.33512,+65,+65.3397,+17.9861
2012-01-01 17:00:00 UTC,+2.78105,+1.33524,+65,+65.4398,+17.962
2012-01-01 17:01:00 UTC,+2.78078,+1.33531,+65,+65.5272,+17.9485
2012-01-01 17:02:00 UTC,+2.78051,+1.33537,+65,+65.604,+17.9349
2012-01-01 17:03:00 UTC,+2.78024,+1.33544,+65,+65.672,+17.9213
2012-01-01 17:04:00 UTC,+2.77997,+1.33551,+65,+65.7327,+17.9076
2012-01-01 17:05:00 UTC,+2.7797,+1.33557,+65,+65.7872,+17.8939
2012-01-01 17:06:00 UTC,+2.77942,+1.33564,+65,+65.8372,+17.8801
2012-01-01 17:07:00 UTC,+2.77915,+1.33571,+65,+65.8932,+17.8663
2012-01-01 17:08:00 UTC,+2.77887,+1.33578,+65,+65.9443,+17.8524
