# file...... out_meter.csv
# date...... Sun Feb 17 16:30:01 2019
# user...... dpinney
# host...... (null)
# target.... triplex_meter 1
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,measured_real_energy[kWh],measured_power.real[kW]
2012-01-01 07:55:00 UTC,+15.6573,-0.698488
2012-01-01 07:56:00 UTC,+15.6456,-0.723976
2012-01-01 07:57:00 UTC,+15.6336,-0.749095
2012-01-01 07:58:00 UTC,+15.6211,-0.773845
2012-01-01 07:59:00 UTC,+15.6082,+2.34019
2012-01-01 08:00:00 UTC,+15.6472,+2.31597
2012-01-01 08:01:00 UTC,+15.6858,+2.30803
2012-01-01 08:02:00 UTC,+15.7243,+2.29992
2012-01-01 08:03:00 UTC,+15.7626,+2.29165
2012-01-01 08:04:00 UTC,+15.8008,+2.28321
2012-01-01 08:05:00 UTC,+15.8388,+2.28863
2012-01-01 08:06:00 UTC,+15.877,+2.60215
2012-01-01 08:07:00 UTC,+15.9203,+2.59323
2012-01-01 08:08:00 UTC,+15.9636,+2.58413
2012-01-01 08:09:00 UTC,+16.0066,+2.57487
2012-01-01 08:10:00 UTC,+16.0496,-0.572766
2012-01-01 08:11:00 UTC,+16.04,-0.582353
2012-01-01 08:12:00 UTC,+16.0303,-0.592105
2012-01-01 08:13:00 UTC,+16.0204,-0.602021
2012-01-01 08:14:00 UTC,+16.0104,-0.612101
2012-01-01 08:15:00 UTC,+16.0002,-0.622346
2012-01-01 08:16:00 UTC,+15.9898,-0.632755
2012-01-01 08:17:00 UTC,+15.9793,-0.643328
2012-01-01 08:18:00 UTC,+15.9686,-0.654066
2012-01-01 08:19:00 UTC,+15.9577,-0.664967
2012-01-01 08:20:00 UTC,+15.9466,-0.676034
2012-01-01 08:21:00 UTC,+15.9353,-0.687264
2012-01-01 08:22:00 UTC,+15.9238,-0.698659
2012-01-01 08:23:00 UTC,+15.9122,-0.710219
2012-01-01 08:24:00 UTC,+15.9004,-0.721942
2012-01-01 08:25:00 UTC,+15.8883,-0.73383
2012-01-01 08:26:00 UTC,+15.8761,-0.745882
2012-01-01 08:27:00 UTC,+15.8637,-0.758098
2012-01-01 08:28:00 UTC,+15.851,-0.770479
2012-01-01 08:29:00 UTC,+15.8382,-0.783024
2012-01-01 08:30:00 UTC,+15.8251,-0.795733
2012-01-01 08:31:00 UTC,+15.8119,-0.808606
2012-01-01 08:32:00 UTC,+15.7984,-0.821644
2012-01-01 08:33:00 UTC,+15.7847,-0.834846
2012-01-01 08:34:00 UTC,+15.7708,-0.848212
2012-01-01 08:35:00 UTC,+15.7567,-0.861742
2012-01-01 08:36:00 UTC,+15.7423,-0.875437
2012-01-01 08:37:00 UTC,+15.7277,-0.889295
2012-01-01 08:38:00 UTC,+15.7129,-0.903318
2012-01-01 08:39:00 UTC,+15.6978,-0.917505
2012-01-01 08:40:00 UTC,+15.6825,-0.931857
2012-01-01 08:41:00 UTC,+15.667,-0.946372
2012-01-01 08:42:00 UTC,+15.6512,-0.961052
2012-01-01 08:43:00 UTC,+15.6352,-0.975895
2012-01-01 08:44:00 UTC,+15.619,-0.990903
2012-01-01 08:45:00 UTC,+15.6024,-1.00608
2012-01-01 08:46:00 UTC,+15.5857,-1.02141
2012-01-01 08:47:00 UTC,+15.5686,-1.03691
2012-01-01 08:48:00 UTC,+15.5514,-1.05258
2012-01-01 08:49:00 UTC,+15.5338,-1.0684
2012-01-01 08:50:00 UTC,+15.516,-1.0844
2012-01-01 08:51:00 UTC,+15.4979,-1.10055
2012-01-01 08:52:00 UTC,+15.4796,-1.11687
2012-01-01 08:53:00 UTC,+15.461,-1.13336
2012-01-01 08:54:00 UTC,+15.4421,-1.15001
2012-01-01 08:55:00 UTC,+15.4229,-1.16682
2012-01-01 08:56:00 UTC,+15.4035,-1.1838
2012-01-01 08:57:00 UTC,+15.3838,+1.93728
2012-01-01 08:58:00 UTC,+15.416,+1.91997
2012-01-01 08:59:00 UTC,+15.448,+1.9025
2012-01-01 09:00:00 UTC,+15.4797,+1.88487
2012-01-01 09:01:00 UTC,+15.5112,+1.887
2012-01-01 09:02:00 UTC,+15.5426,+1.88829
2012-01-01 09:03:00 UTC,+15.5741,+1.88874
2012-01-01 09:04:00 UTC,+15.6056,+1.88835
2012-01-01 09:05:00 UTC,+15.637,+1.89507
2012-01-01 09:06:00 UTC,+15.6686,+2.13113
2012-01-01 09:07:00 UTC,+15.7041,+2.12822
2012-01-01 09:08:00 UTC,+15.7396,-1.01126
2012-01-01 09:09:00 UTC,+15.7228,-1.0156
2012-01-01 09:10:00 UTC,+15.7058,-1.02078
2012-01-01 09:11:00 UTC,+15.6888,-1.02682
2012-01-01 09:12:00 UTC,+15.6717,-1.0337
2012-01-01 09:13:00 UTC,+15.6545,-1.04144
2012-01-01 09:14:00 UTC,+15.6371,-1.05003
2012-01-01 09:15:00 UTC,+15.6196,-1.05948
2012-01-01 09:16:00 UTC,+15.602,-1.06977
2012-01-01 09:17:00 UTC,+15.5841,-1.08092
2012-01-01 09:18:00 UTC,+15.5661,-1.09291
2012-01-01 09:19:00 UTC,+15.5479,-1.10576
2012-01-01 09:20:00 UTC,+15.5295,-1.11946
2012-01-01 09:21:00 UTC,+15.5108,-1.13402
2012-01-01 09:22:00 UTC,+15.4919,-1.14942
2012-01-01 09:23:00 UTC,+15.4728,-1.16567
2012-01-01 09:24:00 UTC,+15.4533,-1.18278
2012-01-01 09:25:00 UTC,+15.4336,-1.20074
2012-01-01 09:26:00 UTC,+15.4136,-1.21955
2012-01-01 09:27:00 UTC,+15.3933,-1.23921
2012-01-01 09:28:00 UTC,+15.3726,-1.25972
2012-01-01 09:29:00 UTC,+15.3516,-1.28108
2012-01-01 09:30:00 UTC,+15.3303,-1.30329
2012-01-01 09:31:00 UTC,+15.3086,-1.32636
2012-01-01 09:32:00 UTC,+15.2864,-1.35027
2012-01-01 09:33:00 UTC,+15.2639,-1.37504
2012-01-01 09:34:00 UTC,+15.241,-1.40065
2012-01-01 09:35:00 UTC,+15.2177,-1.42712
2012-01-01 09:36:00 UTC,+15.1939,-1.45444
2012-01-01 09:37:00 UTC,+15.1697,-1.48261
2012-01-01 09:38:00 UTC,+15.1449,-1.51162
2012-01-01 09:39:00 UTC,+15.1198,-1.54149
2012-01-01 09:40:00 UTC,+15.0941,-1.57221
2012-01-01 09:41:00 UTC,+15.0679,-1.60378
2012-01-01 09:42:00 UTC,+15.0411,-1.6362
2012-01-01 09:43:00 UTC,+15.0139,-1.66947
2012-01-01 09:44:00 UTC,+14.986,-1.70359
2012-01-01 09:45:00 UTC,+14.9576,-1.73855
2012-01-01 09:46:00 UTC,+14.9287,-1.77437
2012-01-01 09:47:00 UTC,+14.8991,-1.81104
2012-01-01 09:48:00 UTC,+14.8689,-1.84856
2012-01-01 09:49:00 UTC,+14.8381,-1.88692
2012-01-01 09:50:00 UTC,+14.8066,-1.92614
2012-01-01 09:51:00 UTC,+14.7745,-1.9662
2012-01-01 09:52:00 UTC,+14.7418,-2.00711
2012-01-01 09:53:00 UTC,+14.7083,-2.04887
2012-01-01 09:54:00 UTC,+14.6742,-2.09148
2012-01-01 09:55:00 UTC,+14.6393,-2.13494
2012-01-01 09:56:00 UTC,+14.6037,-2.17925
2012-01-01 09:57:00 UTC,+14.5674,-2.2244
2012-01-01 09:58:00 UTC,+14.5303,-2.27041
2012-01-01 09:59:00 UTC,+14.4925,-2.31726
2012-01-01 10:00:00 UTC,+14.4539,-2.36495
2012-01-01 10:01:00 UTC,+14.4145,-2.51411
2012-01-01 10:02:00 UTC,+14.3726,-2.66069
2012-01-01 10:03:00 UTC,+14.3282,-2.80467
2012-01-01 10:04:00 UTC,+14.2815,-2.94607
2012-01-01 10:05:00 UTC,+14.2324,-3.08388
2012-01-01 10:06:00 UTC,+14.181,-3.07115
2012-01-01 10:07:00 UTC,+14.1298,-3.2048
2012-01-01 10:08:00 UTC,+14.0764,-3.33588
2012-01-01 10:09:00 UTC,+14.0208,-3.46438
2012-01-01 10:10:00 UTC,+13.963,-3.5903
2012-01-01 10:11:00 UTC,+13.9032,-3.71365
2012-01-01 10:12:00 UTC,+13.8413,-3.83443
2012-01-01 10:13:00 UTC,+13.7774,-3.95263
2012-01-01 10:14:00 UTC,+13.7115,-4.06825
2012-01-01 10:15:00 UTC,+13.6437,-4.18131
2012-01-01 10:16:00 UTC,+13.574,-4.2918
2012-01-01 10:17:00 UTC,+13.5025,-4.39971
2012-01-01 10:18:00 UTC,+13.4292,-4.50506
2012-01-01 10:19:00 UTC,+13.3541,-4.60785
2012-01-01 10:20:00 UTC,+13.2773,-4.70806
2012-01-01 10:21:00 UTC,+13.1988,-4.80572
2012-01-01 10:22:00 UTC,+13.1187,-4.9008
2012-01-01 10:23:00 UTC,+13.037,-4.99333
2012-01-01 10:24:00 UTC,+12.9538,-5.08329
2012-01-01 10:25:00 UTC,+12.8691,-5.17069
2012-01-01 10:26:00 UTC,+12.7829,-5.25553
2012-01-01 10:27:00 UTC,+12.6953,-5.33781
2012-01-01 10:28:00 UTC,+12.6064,-5.41753
2012-01-01 10:29:00 UTC,+12.5161,-5.4947
2012-01-01 10:30:00 UTC,+12.4245,-5.5693
2012-01-01 10:31:00 UTC,+12.3317,-5.64135
2012-01-01 10:32:00 UTC,+12.2377,-5.71084
2012-01-01 10:33:00 UTC,+12.1425,-5.77778
2012-01-01 10:34:00 UTC,+12.0462,-5.84216
2012-01-01 10:35:00 UTC,+11.9488,-5.90399
2012-01-01 10:36:00 UTC,+11.8504,-5.96326
2012-01-01 10:37:00 UTC,+11.751,-6.01998
2012-01-01 10:38:00 UTC,+11.6507,-6.07415
2012-01-01 10:39:00 UTC,+11.5495,-6.12576
2012-01-01 10:40:00 UTC,+11.4474,-6.17483
2012-01-01 10:41:00 UTC,+11.3444,-6.22134
2012-01-01 10:42:00 UTC,+11.2408,-6.2653
2012-01-01 10:43:00 UTC,+11.1363,-6.30671
2012-01-01 10:44:00 UTC,+11.0312,-6.34558
2012-01-01 10:45:00 UTC,+10.9255,-6.38189
2012-01-01 10:46:00 UTC,+10.8191,-6.41565
2012-01-01 10:47:00 UTC,+10.7122,-6.44687
2012-01-01 10:48:00 UTC,+10.6047,-6.47553
2012-01-01 10:49:00 UTC,+10.4968,-6.50165
2012-01-01 10:50:00 UTC,+10.3884,-6.52522
2012-01-01 10:51:00 UTC,+10.2797,-6.54624
2012-01-01 10:52:00 UTC,+10.1706,-6.56471
2012-01-01 10:53:00 UTC,+10.0612,-6.58064
2012-01-01 10:54:00 UTC,+9.95148,-6.59402
2012-01-01 10:55:00 UTC,+9.84158,-6.60485
2012-01-01 10:56:00 UTC,+9.7315,-6.61314
2012-01-01 10:57:00 UTC,+9.62128,-6.61888
2012-01-01 10:58:00 UTC,+9.51097,-6.62207
2012-01-01 10:59:00 UTC,+9.4006,-6.62272
2012-01-01 11:00:00 UTC,+9.29022,-6.62081
2012-01-01 11:01:00 UTC,+9.17988,-6.50114
2012-01-01 11:02:00 UTC,+9.07152,-6.38281
2012-01-01 11:03:00 UTC,+8.96514,-6.26583
2012-01-01 11:04:00 UTC,+8.86071,-6.15019
2012-01-01 11:05:00 UTC,+8.75821,-6.02895
2012-01-01 11:06:00 UTC,+8.65773,-5.87343
2012-01-01 11:07:00 UTC,+8.55984,-5.76183
2012-01-01 11:08:00 UTC,+8.46381,-5.65156
2012-01-01 11:09:00 UTC,+8.36961,-5.54265
2012-01-01 11:10:00 UTC,+8.27724,-5.43508
2012-01-01 11:11:00 UTC,+8.18665,-5.32885
2012-01-01 11:12:00 UTC,+8.09784,-5.22398
2012-01-01 11:13:00 UTC,+8.01077,-5.12045
2012-01-01 11:14:00 UTC,+7.92543,-5.01827
2012-01-01 11:15:00 UTC,+7.84179,-4.91744
2012-01-01 11:16:00 UTC,+7.75984,-4.81796
2012-01-01 11:17:00 UTC,+7.67954,-4.71984
2012-01-01 11:18:00 UTC,+7.60087,-4.62306
2012-01-01 11:19:00 UTC,+7.52382,-4.52763
2012-01-01 11:20:00 UTC,+7.44836,-4.43355
2012-01-01 11:21:00 UTC,+7.37447,-4.34083
2012-01-01 11:22:00 UTC,+7.30212,-4.24946
2012-01-01 11:23:00 UTC,+7.2313,-4.15944
2012-01-01 11:24:00 UTC,+7.16197,-4.07077
2012-01-01 11:25:00 UTC,+7.09413,-3.98346
2012-01-01 11:26:00 UTC,+7.02774,-3.8975
2012-01-01 11:27:00 UTC,+6.96278,-0.639585
2012-01-01 11:28:00 UTC,+6.95212,-0.556667
2012-01-01 11:29:00 UTC,+6.94284,-0.475104
2012-01-01 11:30:00 UTC,+6.93492,-0.394898
2012-01-01 11:31:00 UTC,+6.92834,-0.316049
2012-01-01 11:32:00 UTC,+6.92307,-0.238558
2012-01-01 11:33:00 UTC,+6.9191,-0.162424
2012-01-01 11:34:00 UTC,+6.91639,-0.0876484
2012-01-01 11:35:00 UTC,+6.91493,-0.0142312
2012-01-01 11:36:00 UTC,+6.91469,+0.0578273
2012-01-01 11:37:00 UTC,+6.91566,-3.04143
2012-01-01 11:38:00 UTC,+6.86496,-2.97175
2012-01-01 11:39:00 UTC,+6.81544,-2.90342
2012-01-01 11:40:00 UTC,+6.76705,-2.83646
2012-01-01 11:41:00 UTC,+6.71977,-2.77086
2012-01-01 11:42:00 UTC,+6.67359,-2.70661
2012-01-01 11:43:00 UTC,+6.62848,-2.64373
2012-01-01 11:44:00 UTC,+6.58442,-2.5822
2012-01-01 11:45:00 UTC,+6.54138,-2.52204
2012-01-01 11:46:00 UTC,+6.49935,-2.46324
2012-01-01 11:47:00 UTC,+6.45829,-2.4058
2012-01-01 11:48:00 UTC,+6.4182,-2.34972
2012-01-01 11:49:00 UTC,+6.37903,-2.295
2012-01-01 11:50:00 UTC,+6.34078,-2.24164
2012-01-01 11:51:00 UTC,+6.30342,-2.18965
2012-01-01 11:52:00 UTC,+6.26693,-2.13902
2012-01-01 11:53:00 UTC,+6.23128,-2.08975
2012-01-01 11:54:00 UTC,+6.19645,-2.04185
2012-01-01 11:55:00 UTC,+6.16242,-1.9953
2012-01-01 11:56:00 UTC,+6.12916,-1.95013
2012-01-01 11:57:00 UTC,+6.09666,-1.90631
2012-01-01 11:58:00 UTC,+6.06489,-1.86386
2012-01-01 11:59:00 UTC,+6.03383,-1.82277
2012-01-01 12:00:00 UTC,+6.00345,-1.78305
2012-01-01 12:01:00 UTC,+5.97373,-1.77717
2012-01-01 12:02:00 UTC,+5.94411,-1.77156
2012-01-01 12:03:00 UTC,+5.91458,-1.76621
2012-01-01 12:04:00 UTC,+5.88515,-1.76113
2012-01-01 12:05:00 UTC,+5.85579,-1.74027
2012-01-01 12:06:00 UTC,+5.82679,-1.72733
2012-01-01 12:07:00 UTC,+5.798,-1.72305
2012-01-01 12:08:00 UTC,+5.76928,-1.71903
2012-01-01 12:09:00 UTC,+5.74063,-1.71527
2012-01-01 12:10:00 UTC,+5.71205,-1.71178
2012-01-01 12:11:00 UTC,+5.68352,-1.70856
2012-01-01 12:12:00 UTC,+5.65504,-1.7056
2012-01-01 12:13:00 UTC,+5.62661,-1.7029
2012-01-01 12:14:00 UTC,+5.59823,-1.70047
2012-01-01 12:15:00 UTC,+5.56989,-1.69831
2012-01-01 12:16:00 UTC,+5.54159,-1.69641
2012-01-01 12:17:00 UTC,+5.51331,-1.69478
2012-01-01 12:18:00 UTC,+5.48507,-1.69341
2012-01-01 12:19:00 UTC,+5.45684,-1.69231
2012-01-01 12:20:00 UTC,+5.42864,-1.69147
2012-01-01 12:21:00 UTC,+5.40045,-1.6909
2012-01-01 12:22:00 UTC,+5.37226,-1.69059
2012-01-01 12:23:00 UTC,+5.34409,-1.69055
2012-01-01 12:24:00 UTC,+5.31591,-1.69077
2012-01-01 12:25:00 UTC,+5.28773,-1.69126
2012-01-01 12:26:00 UTC,+5.25954,-1.69202
2012-01-01 12:27:00 UTC,+5.23134,-1.69304
2012-01-01 12:28:00 UTC,+5.20313,-1.69432
2012-01-01 12:29:00 UTC,+5.17489,-1.69587
2012-01-01 12:30:00 UTC,+5.14662,-1.69769
2012-01-01 12:31:00 UTC,+5.11833,-1.69977
2012-01-01 12:32:00 UTC,+5.09,-1.70212
2012-01-01 12:33:00 UTC,+5.06163,-1.70473
2012-01-01 12:34:00 UTC,+5.03322,-1.70761
2012-01-01 12:35:00 UTC,+5.00476,-1.71075
2012-01-01 12:36:00 UTC,+4.97625,-1.71416
2012-01-01 12:37:00 UTC,+4.94768,-1.71783
2012-01-01 12:38:00 UTC,+4.91905,-1.72177
2012-01-01 12:39:00 UTC,+4.89035,-1.72598
2012-01-01 12:40:00 UTC,+4.86158,-1.73045
2012-01-01 12:41:00 UTC,+4.83274,-1.73518
2012-01-01 12:42:00 UTC,+4.80382,-1.74018
2012-01-01 12:43:00 UTC,+4.77482,-1.74545
2012-01-01 12:44:00 UTC,+4.74573,-1.75098
2012-01-01 12:45:00 UTC,+4.71655,-1.75678
2012-01-01 12:46:00 UTC,+4.68727,-1.76284
2012-01-01 12:47:00 UTC,+4.65789,-1.76916
2012-01-01 12:48:00 UTC,+4.6284,-1.77576
2012-01-01 12:49:00 UTC,+4.5988,-1.78261
2012-01-01 12:50:00 UTC,+4.56909,-1.78974
2012-01-01 12:51:00 UTC,+4.53926,-1.79713
2012-01-01 12:52:00 UTC,+4.50931,-1.80478
2012-01-01 12:53:00 UTC,+4.47923,-1.8127
2012-01-01 12:54:00 UTC,+4.44902,-1.82088
2012-01-01 12:55:00 UTC,+4.41867,-1.82933
2012-01-01 12:56:00 UTC,+4.38818,-1.83805
2012-01-01 12:57:00 UTC,+4.35755,-1.84703
2012-01-01 12:58:00 UTC,+4.32677,-1.85627
2012-01-01 12:59:00 UTC,+4.29583,-1.86578
2012-01-01 13:00:00 UTC,+4.26473,-1.87556
2012-01-01 13:01:00 UTC,+4.23347,-1.9285
2012-01-01 13:02:00 UTC,+4.20133,-1.98025
2012-01-01 13:03:00 UTC,+4.16833,-2.0308
2012-01-01 13:04:00 UTC,+4.13448,-2.08017
2012-01-01 13:05:00 UTC,+4.09981,-2.12545
2012-01-01 13:06:00 UTC,+4.06439,-2.21194
2012-01-01 13:07:00 UTC,+4.02752,-2.25773
2012-01-01 13:08:00 UTC,+3.98989,-2.30233
2012-01-01 13:09:00 UTC,+3.95152,-2.34574
2012-01-01 13:10:00 UTC,+3.91242,-2.38797
2012-01-01 13:11:00 UTC,+3.87262,-2.429
2012-01-01 13:12:00 UTC,+3.83214,-2.46884
2012-01-01 13:13:00 UTC,+3.79099,-2.50749
2012-01-01 13:14:00 UTC,+3.7492,-2.54495
2012-01-01 13:15:00 UTC,+3.70679,-2.58122
2012-01-01 13:16:00 UTC,+3.66377,-2.61631
2012-01-01 13:17:00 UTC,+3.62016,-2.6502
2012-01-01 13:18:00 UTC,+3.57599,-2.6829
2012-01-01 13:19:00 UTC,+3.53128,+0.418046
2012-01-01 13:20:00 UTC,+3.53824,+0.387407
2012-01-01 13:21:00 UTC,+3.5447,+0.357956
2012-01-01 13:22:00 UTC,+3.55067,+0.329692
2012-01-01 13:23:00 UTC,+3.55616,+0.302615
2012-01-01 13:24:00 UTC,+3.56121,+0.276726
2012-01-01 13:25:00 UTC,+3.56582,+0.252025
2012-01-01 13:26:00 UTC,+3.57002,+0.22851
2012-01-01 13:27:00 UTC,+3.57383,+0.206183
2012-01-01 13:28:00 UTC,+3.57726,+0.185043
2012-01-01 13:29:00 UTC,+3.58035,+0.16509
2012-01-01 13:30:00 UTC,+3.5831,-2.98264
2012-01-01 13:31:00 UTC,+3.53339,-2.9999
2012-01-01 13:32:00 UTC,+3.48339,-3.01597
2012-01-01 13:33:00 UTC,+3.43312,-3.03085
2012-01-01 13:34:00 UTC,+3.38261,-3.04454
2012-01-01 13:35:00 UTC,+3.33187,-3.05704
2012-01-01 13:36:00 UTC,+3.28092,-3.06836
2012-01-01 13:37:00 UTC,+3.22978,-3.07849
2012-01-01 13:38:00 UTC,+3.17847,-3.08743
2012-01-01 13:39:00 UTC,+3.12701,-3.09519
2012-01-01 13:40:00 UTC,+3.07542,-3.10175
2012-01-01 13:41:00 UTC,+3.02373,-3.10713
2012-01-01 13:42:00 UTC,+2.97194,-3.11132
2012-01-01 13:43:00 UTC,+2.92009,-3.11433
2012-01-01 13:44:00 UTC,+2.86818,-3.11615
2012-01-01 13:45:00 UTC,+2.81625,-3.11678
2012-01-01 13:46:00 UTC,+2.7643,-3.11622
2012-01-01 13:47:00 UTC,+2.71236,-3.11447
2012-01-01 13:48:00 UTC,+2.66046,-3.11154
2012-01-01 13:49:00 UTC,+2.6086,-3.10742
2012-01-01 13:50:00 UTC,+2.55681,-3.10211
2012-01-01 13:51:00 UTC,+2.5051,-3.09562
2012-01-01 13:52:00 UTC,+2.45351,-3.08793
2012-01-01 13:53:00 UTC,+2.40204,-3.07906
2012-01-01 13:54:00 UTC,+2.35073,-3.06901
2012-01-01 13:55:00 UTC,+2.29958,-3.05776
2012-01-01 13:56:00 UTC,+2.24861,-3.04533
2012-01-01 13:57:00 UTC,+2.19786,-3.03171
2012-01-01 13:58:00 UTC,+2.14733,-3.0169
2012-01-01 13:59:00 UTC,+2.09705,-3.0009
2012-01-01 14:00:00 UTC,+2.04703,-2.98372
2012-01-01 14:01:00 UTC,+1.99731,-2.91765
2012-01-01 14:02:00 UTC,+1.94868,-2.852
2012-01-01 14:03:00 UTC,+1.90114,-2.78678
2012-01-01 14:04:00 UTC,+1.8547,-2.72198
2012-01-01 14:05:00 UTC,+1.80933,-2.66151
2012-01-01 14:06:00 UTC,+1.76497,-2.65125
2012-01-01 14:07:00 UTC,+1.72079,-2.58773
2012-01-01 14:08:00 UTC,+1.67766,-2.52463
2012-01-01 14:09:00 UTC,+1.63558,-2.46196
2012-01-01 14:10:00 UTC,+1.59455,-2.39971
2012-01-01 14:11:00 UTC,+1.55455,-2.33789
2012-01-01 14:12:00 UTC,+1.51559,-2.27649
2012-01-01 14:13:00 UTC,+1.47765,-2.21552
2012-01-01 14:14:00 UTC,+1.44072,-2.15497
2012-01-01 14:15:00 UTC,+1.4048,-2.09484
2012-01-01 14:16:00 UTC,+1.36989,-2.03515
2012-01-01 14:17:00 UTC,+1.33597,-1.97587
2012-01-01 14:18:00 UTC,+1.30304,-1.91703
2012-01-01 14:19:00 UTC,+1.27109,-1.8586
2012-01-01 14:20:00 UTC,+1.24011,-1.80061
2012-01-01 14:21:00 UTC,+1.2101,-1.74304
2012-01-01 14:22:00 UTC,+1.18105,-1.68589
2012-01-01 14:23:00 UTC,+1.15295,-1.62917
2012-01-01 14:24:00 UTC,+1.1258,-1.57288
2012-01-01 14:25:00 UTC,+1.09959,-1.51701
2012-01-01 14:26:00 UTC,+1.0743,-1.46157
2012-01-01 14:27:00 UTC,+1.04994,-1.40656
2012-01-01 14:28:00 UTC,+1.0265,-1.35197
2012-01-01 14:29:00 UTC,+1.00397,-1.29781
2012-01-01 14:30:00 UTC,+0.982337,-1.24407
2012-01-01 14:31:00 UTC,+0.961602,-1.19076
2012-01-01 14:32:00 UTC,+0.941756,+1.97389
2012-01-01 14:33:00 UTC,+0.974655,+2.02594
2012-01-01 14:34:00 UTC,+1.00842,+2.07754
2012-01-01 14:35:00 UTC,+1.04305,+2.12871
2012-01-01 14:36:00 UTC,+1.07852,+2.17944
2012-01-01 14:37:00 UTC,+1.11485,+2.22973
2012-01-01 14:38:00 UTC,+1.15201,+2.27958
2012-01-01 14:39:00 UTC,+1.19,+2.329
2012-01-01 14:40:00 UTC,+1.22882,+2.37797
2012-01-01 14:41:00 UTC,+1.26845,+2.42651
2012-01-01 14:42:00 UTC,+1.30889,+2.47461
2012-01-01 14:43:00 UTC,+1.35014,+2.52227
2012-01-01 14:44:00 UTC,+1.39218,-0.536568
2012-01-01 14:45:00 UTC,+1.38323,-0.489235
2012-01-01 14:46:00 UTC,+1.37508,-0.442329
2012-01-01 14:47:00 UTC,+1.36771,-0.39585
2012-01-01 14:48:00 UTC,+1.36111,-0.349799
2012-01-01 14:49:00 UTC,+1.35528,-0.304176
2012-01-01 14:50:00 UTC,+1.35021,-0.25898
2012-01-01 14:51:00 UTC,+1.34589,-0.214212
2012-01-01 14:52:00 UTC,+1.34232,-0.169872
2012-01-01 14:53:00 UTC,+1.33949,-0.125959
2012-01-01 14:54:00 UTC,+1.33739,-0.0824744
2012-01-01 14:55:00 UTC,+1.33602,-0.0394176
2012-01-01 14:56:00 UTC,+1.33536,+0.00321119
2012-01-01 14:57:00 UTC,+1.33542,+0.0454119
2012-01-01 14:58:00 UTC,+1.33617,+0.0871846
2012-01-01 14:59:00 UTC,+1.33763,+0.128529
2012-01-01 15:00:00 UTC,+1.33977,+0.169445
2012-01-01 15:01:00 UTC,+1.34259,+0.208857
2012-01-01 15:02:00 UTC,+1.34607,+0.247876
2012-01-01 15:03:00 UTC,+1.3502,+0.286504
2012-01-01 15:04:00 UTC,+1.35498,+0.32474
2012-01-01 15:05:00 UTC,+1.36039,+0.364463
2012-01-01 15:06:00 UTC,+1.36647,+0.414168
2012-01-01 15:07:00 UTC,+1.37337,+0.451229
2012-01-01 15:08:00 UTC,+1.38089,+0.487897
2012-01-01 15:09:00 UTC,+1.38902,+0.524173
2012-01-01 15:10:00 UTC,+1.39776,+0.560057
2012-01-01 15:11:00 UTC,+1.40709,+0.595549
2012-01-01 15:12:00 UTC,+1.41702,+0.630648
2012-01-01 15:13:00 UTC,+1.42753,+0.665355
2012-01-01 15:14:00 UTC,+1.43862,+0.699669
2012-01-01 15:15:00 UTC,+1.45028,+0.733592
2012-01-01 15:16:00 UTC,+1.4625,+0.767121
2012-01-01 15:17:00 UTC,+1.47529,+0.800258
2012-01-01 15:18:00 UTC,+1.48863,+0.833002
2012-01-01 15:19:00 UTC,+1.50251,+0.865354
2012-01-01 15:20:00 UTC,+1.51693,+3.96932
2012-01-01 15:21:00 UTC,+1.58309,+3.99976
2012-01-01 15:22:00 UTC,+1.64975,+4.02983
2012-01-01 15:23:00 UTC,+1.71691,+4.0595
2012-01-01 15:24:00 UTC,+1.78457,+4.08879
2012-01-01 15:25:00 UTC,+1.85272,+4.1177
2012-01-01 15:26:00 UTC,+1.92135,+4.14621
2012-01-01 15:27:00 UTC,+1.99045,+4.17435
2012-01-01 15:28:00 UTC,+2.06002,+4.20209
2012-01-01 15:29:00 UTC,+2.13006,+4.22945
2012-01-01 15:30:00 UTC,+2.20055,+4.25642
2012-01-01 15:31:00 UTC,+2.27149,+4.28301
2012-01-01 15:32:00 UTC,+2.34287,+4.30921
2012-01-01 15:33:00 UTC,+2.41469,+4.33502
2012-01-01 15:34:00 UTC,+2.48694,+1.30347
2012-01-01 15:35:00 UTC,+2.50867,+1.32953
2012-01-01 15:36:00 UTC,+2.53083,+1.3552
2012-01-01 15:37:00 UTC,+2.55341,+1.38047
2012-01-01 15:38:00 UTC,+2.57642,+1.40535
2012-01-01 15:39:00 UTC,+2.59984,+1.42984
2012-01-01 15:40:00 UTC,+2.62368,+1.45393
2012-01-01 15:41:00 UTC,+2.64791,+1.47763
2012-01-01 15:42:00 UTC,+2.67253,+1.50094
2012-01-01 15:43:00 UTC,+2.69755,+1.52385
2012-01-01 15:44:00 UTC,+2.72295,+1.54637
2012-01-01 15:45:00 UTC,+2.74872,+1.56849
2012-01-01 15:46:00 UTC,+2.77486,+1.59022
2012-01-01 15:47:00 UTC,+2.80137,+1.61156
2012-01-01 15:48:00 UTC,+2.82822,+1.6325
2012-01-01 15:49:00 UTC,+2.85543,+1.65304
2012-01-01 15:50:00 UTC,+2.88298,+1.6732
2012-01-01 15:51:00 UTC,+2.91087,+1.69296
2012-01-01 15:52:00 UTC,+2.93909,+1.71232
2012-01-01 15:53:00 UTC,+2.96762,+1.73129
