# file...... out_meter.csv
# date...... Sun Feb 17 16:30:01 2019
# user...... dpinney
# host...... (null)
# target.... triplex_meter 1
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,measured_real_energy[kWh],measured_power.real[kW]
2012-01-01 02:07:00 UTC,+6.32839,+2.73379
2012-01-01 02:08:00 UTC,+6.37396,+2.73379
2012-01-01 02:09:00 UTC,+6.41952,+2.73379
2012-01-01 02:10:00 UTC,+6.46508,+2.73379
2012-01-01 02:11:00 UTC,+6.51065,+2.73379
2012-01-01 02:12:00 UTC,+6.55621,+2.73379
2012-01-01 02:13:00 UTC,+6.60177,+2.73379
2012-01-01 02:14:00 UTC,+6.64734,+2.73379
2012-01-01 02:15:00 UTC,+6.6929,+2.73379
2012-01-01 02:16:00 UTC,+6.73846,+2.73379
2012-01-01 02:17:00 UTC,+6.78403,+2.73379
2012-01-01 02:18:00 UTC,+6.82959,+2.73379
2012-01-01 02:19:00 UTC,+6.87515,+2.73379
2012-01-01 02:20:00 UTC,+6.92071,+2.73379
2012-01-01 02:21:00 UTC,+6.96628,+2.73379
2012-01-01 02:22:00 UTC,+7.01184,+2.73379
2012-01-01 02:23:00 UTC,+7.0574,+2.73379
2012-01-01 02:24:00 UTC,+7.10297,+2.73379
2012-01-01 02:25:00 UTC,+7.14853,+2.73379
2012-01-01 02:26:00 UTC,+7.19409,+2.73379
2012-01-01 02:27:00 UTC,+7.23966,+2.73379
2012-01-01 02:28:00 UTC,+7.28522,+2.73379
2012-01-01 02:29:00 UTC,+7.33078,+2.73379
2012-01-01 02:30:00 UTC,+7.37635,+2.73379
2012-01-01 02:31:00 UTC,+7.42191,+2.73379
2012-01-01 02:32:00 UTC,+7.46747,+2.73379
2012-01-01 02:33:00 UTC,+7.51303,+2.73379
2012-01-01 02:34:00 UTC,+7.5586,+2.73379
2012-01-01 02:35:00 UTC,+7.60416,+2.73379
2012-01-01 02:36:00 UTC,+7.64972,+2.73379
2012-01-01 02:37:00 UTC,+7.69529,+2.73379
2012-01-01 02:38:00 UTC,+7.74085,+2.73379
2012-01-01 02:39:00 UTC,+7.78641,+2.73379
2012-01-01 02:40:00 UTC,+7.83198,+2.73379
2012-01-01 02:41:00 UTC,+7.87754,+2.73379
2012-01-01 02:42:00 UTC,+7.9231,+2.73379
2012-01-01 02:43:00 UTC,+7.96867,+2.73379
2012-01-01 02:44:00 UTC,+8.01423,+2.73379
2012-01-01 02:45:00 UTC,+8.05979,+2.73379
2012-01-01 02:46:00 UTC,+8.10535,+2.73379
2012-01-01 02:47:00 UTC,+8.15092,+2.73379
2012-01-01 02:48:00 UTC,+8.19648,+2.73379
2012-01-01 02:49:00 UTC,+8.24204,+2.73379
2012-01-01 02:50:00 UTC,+8.28761,+2.73379
2012-01-01 02:51:00 UTC,+8.33317,+2.73379
2012-01-01 02:52:00 UTC,+8.37873,+2.73379
2012-01-01 02:53:00 UTC,+8.4243,+2.73379
2012-01-01 02:54:00 UTC,+8.46986,+2.73379
2012-01-01 02:55:00 UTC,+8.51542,+2.73379
2012-01-01 02:56:00 UTC,+8.56099,+2.73379
2012-01-01 02:57:00 UTC,+8.60655,+2.73379
2012-01-01 02:58:00 UTC,+8.65211,+2.73379
2012-01-01 02:59:00 UTC,+8.69767,+2.73379
2012-01-01 03:00:00 UTC,+8.74324,+2.73379
2012-01-01 03:01:00 UTC,+8.7888,+2.73379
2012-01-01 03:02:00 UTC,+8.83436,+2.73379
2012-01-01 03:03:00 UTC,+8.87993,+2.73379
2012-01-01 03:04:00 UTC,+8.92549,+2.73379
2012-01-01 03:05:00 UTC,+8.97105,+2.72786
2012-01-01 03:06:00 UTC,+9.01652,+2.71996
2012-01-01 03:07:00 UTC,+9.06185,+2.71996
2012-01-01 03:08:00 UTC,+9.10718,+2.71996
2012-01-01 03:09:00 UTC,+9.15252,+2.71996
2012-01-01 03:10:00 UTC,+9.19785,+2.71996
2012-01-01 03:11:00 UTC,+9.24318,+2.71996
2012-01-01 03:12:00 UTC,+9.28851,+2.71996
2012-01-01 03:13:00 UTC,+9.33385,+2.71996
2012-01-01 03:14:00 UTC,+9.37918,+1.01996
2012-01-01 03:15:00 UTC,+9.39618,+1.01996
2012-01-01 03:16:00 UTC,+9.41318,+1.01996
2012-01-01 03:17:00 UTC,+9.43018,+1.01996
2012-01-01 03:18:00 UTC,+9.44718,+1.01996
2012-01-01 03:19:00 UTC,+9.46418,+1.01996
2012-01-01 03:20:00 UTC,+9.48117,+1.01996
2012-01-01 03:21:00 UTC,+9.49817,+1.01996
2012-01-01 03:22:00 UTC,+9.51517,+1.01996
2012-01-01 03:23:00 UTC,+9.53217,+1.01996
2012-01-01 03:24:00 UTC,+9.54917,+1.01996
2012-01-01 03:25:00 UTC,+9.56617,+1.01996
2012-01-01 03:26:00 UTC,+9.58317,+1.01996
2012-01-01 03:27:00 UTC,+9.60017,+1.01996
2012-01-01 03:28:00 UTC,+9.61717,+1.01996
2012-01-01 03:29:00 UTC,+9.63417,+1.01996
2012-01-01 03:30:00 UTC,+9.65117,+1.01996
2012-01-01 03:31:00 UTC,+9.66817,+1.01996
2012-01-01 03:32:00 UTC,+9.68517,+1.01996
2012-01-01 03:33:00 UTC,+9.70217,+1.01996
2012-01-01 03:34:00 UTC,+9.71917,+1.01996
2012-01-01 03:35:00 UTC,+9.73616,+1.01996
2012-01-01 03:36:00 UTC,+9.75316,+1.01996
2012-01-01 03:37:00 UTC,+9.77016,+1.01996
2012-01-01 03:38:00 UTC,+9.78716,+1.01996
2012-01-01 03:39:00 UTC,+9.80416,+1.01996
2012-01-01 03:40:00 UTC,+9.82116,+1.01996
2012-01-01 03:41:00 UTC,+9.83816,+1.01996
2012-01-01 03:42:00 UTC,+9.85516,+1.01996
2012-01-01 03:43:00 UTC,+9.87216,+1.01996
2012-01-01 03:44:00 UTC,+9.88916,+1.01996
2012-01-01 03:45:00 UTC,+9.90616,+1.01996
2012-01-01 03:46:00 UTC,+9.92316,+1.01996
2012-01-01 03:47:00 UTC,+9.94016,+1.01996
2012-01-01 03:48:00 UTC,+9.95716,+1.01996
2012-01-01 03:49:00 UTC,+9.97416,+1.01996
2012-01-01 03:50:00 UTC,+9.99115,+1.01996
2012-01-01 03:51:00 UTC,+10.0082,+1.01996
2012-01-01 03:52:00 UTC,+10.0252,+1.01996
2012-01-01 03:53:00 UTC,+10.0422,+1.01996
2012-01-01 03:54:00 UTC,+10.0592,+1.01996
2012-01-01 03:55:00 UTC,+10.0762,+1.01996
2012-01-01 03:56:00 UTC,+10.0932,+1.01996
2012-01-01 03:57:00 UTC,+10.1102,+1.01996
2012-01-01 03:58:00 UTC,+10.1271,+1.01996
2012-01-01 03:59:00 UTC,+10.1441,+1.01996
2012-01-01 04:00:00 UTC,+10.1611,+1.01996
2012-01-01 04:01:00 UTC,+10.1781,+1.01996
2012-01-01 04:02:00 UTC,+10.1951,+1.01996
2012-01-01 04:03:00 UTC,+10.2121,+1.01996
2012-01-01 04:04:00 UTC,+10.2291,+1.01996
2012-01-01 04:05:00 UTC,+10.2461,+1.01895
2012-01-01 04:06:00 UTC,+10.2631,+1.00154
2012-01-01 04:07:00 UTC,+10.2798,+1.00154
2012-01-01 04:08:00 UTC,+10.2965,+1.00154
2012-01-01 04:09:00 UTC,+10.3132,+1.00154
2012-01-01 04:10:00 UTC,+10.3299,+1.00154
2012-01-01 04:11:00 UTC,+10.3466,+1.00154
2012-01-01 04:12:00 UTC,+10.3633,+1.00154
2012-01-01 04:13:00 UTC,+10.38,+1.00154
2012-01-01 04:14:00 UTC,+10.3967,+1.00154
2012-01-01 04:15:00 UTC,+10.4134,+1.00154
2012-01-01 04:16:00 UTC,+10.43,+1.00154
2012-01-01 04:17:00 UTC,+10.4467,+1.00154
2012-01-01 04:18:00 UTC,+10.4634,+1.00154
2012-01-01 04:19:00 UTC,+10.4801,+1.00154
2012-01-01 04:20:00 UTC,+10.4968,+1.00154
2012-01-01 04:21:00 UTC,+10.5135,+1.00154
2012-01-01 04:22:00 UTC,+10.5302,+1.00154
2012-01-01 04:23:00 UTC,+10.5469,+1.00154
2012-01-01 04:24:00 UTC,+10.5636,+1.00154
2012-01-01 04:25:00 UTC,+10.5803,+1.00154
2012-01-01 04:26:00 UTC,+10.597,+1.00154
2012-01-01 04:27:00 UTC,+10.6137,+1.00154
2012-01-01 04:28:00 UTC,+10.6304,+1.00154
2012-01-01 04:29:00 UTC,+10.647,+1.00154
2012-01-01 04:30:00 UTC,+10.6637,+1.00154
2012-01-01 04:31:00 UTC,+10.6804,+1.00154
2012-01-01 04:32:00 UTC,+10.6971,+1.00154
2012-01-01 04:33:00 UTC,+10.7138,+1.00154
2012-01-01 04:34:00 UTC,+10.7305,+1.00154
2012-01-01 04:35:00 UTC,+10.7472,+1.00154
2012-01-01 04:36:00 UTC,+10.7639,+1.00154
2012-01-01 04:37:00 UTC,+10.7806,+1.00154
2012-01-01 04:38:00 UTC,+10.7973,+1.00154
2012-01-01 04:39:00 UTC,+10.814,+1.00154
2012-01-01 04:40:00 UTC,+10.8307,+1.00154
2012-01-01 04:41:00 UTC,+10.8474,+1.00154
2012-01-01 04:42:00 UTC,+10.864,+1.00154
2012-01-01 04:43:00 UTC,+10.8807,+1.00154
2012-01-01 04:44:00 UTC,+10.8974,+1.00154
2012-01-01 04:45:00 UTC,+10.9141,+1.00154
2012-01-01 04:46:00 UTC,+10.9308,+1.00154
2012-01-01 04:47:00 UTC,+10.9475,+1.00154
2012-01-01 04:48:00 UTC,+10.9642,+1.00154
2012-01-01 04:49:00 UTC,+10.9809,+1.00154
2012-01-01 04:50:00 UTC,+10.9976,+1.00154
2012-01-01 04:51:00 UTC,+11.0143,+1.00154
2012-01-01 04:52:00 UTC,+11.031,+1.00154
2012-01-01 04:53:00 UTC,+11.0477,+1.00154
2012-01-01 04:54:00 UTC,+11.0644,+1.00154
2012-01-01 04:55:00 UTC,+11.081,+1.00154
2012-01-01 04:56:00 UTC,+11.0977,+1.00154
2012-01-01 04:57:00 UTC,+11.1144,+1.00154
2012-01-01 04:58:00 UTC,+11.1311,+1.00154
2012-01-01 04:59:00 UTC,+11.1478,+1.00154
2012-01-01 05:00:00 UTC,+11.1645,+1.00154
2012-01-01 05:01:00 UTC,+11.1812,+1.00154
2012-01-01 05:02:00 UTC,+11.1979,+1.00154
2012-01-01 05:03:00 UTC,+11.2146,+1.00154
2012-01-01 05:04:00 UTC,+11.2313,+1.00154
2012-01-01 05:05:00 UTC,+11.248,+1.00052
2012-01-01 05:06:00 UTC,+11.2646,+1.0239
2012-01-01 05:07:00 UTC,+11.2817,+1.0239
2012-01-01 05:08:00 UTC,+11.2988,+1.0239
2012-01-01 05:09:00 UTC,+11.3158,+1.0239
2012-01-01 05:10:00 UTC,+11.3329,+1.0239
2012-01-01 05:11:00 UTC,+11.35,+1.0239
2012-01-01 05:12:00 UTC,+11.367,+1.0239
2012-01-01 05:13:00 UTC,+11.3841,+1.0239
2012-01-01 05:14:00 UTC,+11.4012,+1.0239
2012-01-01 05:15:00 UTC,+11.4182,+1.0239
2012-01-01 05:16:00 UTC,+11.4353,+1.0239
2012-01-01 05:17:00 UTC,+11.4524,+1.0239
2012-01-01 05:18:00 UTC,+11.4694,+1.0239
2012-01-01 05:19:00 UTC,+11.4865,+1.0239
2012-01-01 05:20:00 UTC,+11.5036,+1.0239
2012-01-01 05:21:00 UTC,+11.5206,+1.0239
2012-01-01 05:22:00 UTC,+11.5377,+1.0239
2012-01-01 05:23:00 UTC,+11.5548,+1.0239
2012-01-01 05:24:00 UTC,+11.5718,+1.0239
2012-01-01 05:25:00 UTC,+11.5889,+1.0239
2012-01-01 05:26:00 UTC,+11.6059,+1.0239
2012-01-01 05:27:00 UTC,+11.623,+1.0239
2012-01-01 05:28:00 UTC,+11.6401,+1.0239
2012-01-01 05:29:00 UTC,+11.6571,+1.0239
2012-01-01 05:30:00 UTC,+11.6742,+1.0239
2012-01-01 05:31:00 UTC,+11.6913,+1.0239
2012-01-01 05:32:00 UTC,+11.7083,+1.0239
2012-01-01 05:33:00 UTC,+11.7254,+1.0239
2012-01-01 05:34:00 UTC,+11.7425,+1.0239
2012-01-01 05:35:00 UTC,+11.7595,+1.0239
2012-01-01 05:36:00 UTC,+11.7766,+1.0239
2012-01-01 05:37:00 UTC,+11.7937,+1.0239
2012-01-01 05:38:00 UTC,+11.8107,+1.0239
2012-01-01 05:39:00 UTC,+11.8278,+1.0239
2012-01-01 05:40:00 UTC,+11.8449,+1.0239
2012-01-01 05:41:00 UTC,+11.8619,+1.0239
2012-01-01 05:42:00 UTC,+11.879,+1.0239
2012-01-01 05:43:00 UTC,+11.8961,+1.0239
2012-01-01 05:44:00 UTC,+11.9131,+1.0239
2012-01-01 05:45:00 UTC,+11.9302,+1.0239
2012-01-01 05:46:00 UTC,+11.9472,+1.0239
2012-01-01 05:47:00 UTC,+11.9643,+1.0239
2012-01-01 05:48:00 UTC,+11.9814,+1.0239
2012-01-01 05:49:00 UTC,+11.9984,+1.0239
2012-01-01 05:50:00 UTC,+12.0155,+1.0239
2012-01-01 05:51:00 UTC,+12.0326,+1.0239
2012-01-01 05:52:00 UTC,+12.0496,+1.0239
2012-01-01 05:53:00 UTC,+12.0667,+1.0239
2012-01-01 05:54:00 UTC,+12.0838,+1.0239
2012-01-01 05:55:00 UTC,+12.1008,+1.0239
2012-01-01 05:56:00 UTC,+12.1179,+1.0239
2012-01-01 05:57:00 UTC,+12.135,+1.0239
2012-01-01 05:58:00 UTC,+12.152,+1.0239
2012-01-01 05:59:00 UTC,+12.1691,+1.0239
2012-01-01 06:00:00 UTC,+12.1862,+1.0239
2012-01-01 06:01:00 UTC,+12.2032,+1.0239
2012-01-01 06:02:00 UTC,+12.2203,+1.0239
2012-01-01 06:03:00 UTC,+12.2374,+1.0239
2012-01-01 06:04:00 UTC,+12.2544,+1.0239
2012-01-01 06:05:00 UTC,+12.2715,+1.02289
2012-01-01 06:06:00 UTC,+12.2885,+1.13736
2012-01-01 06:07:00 UTC,+12.3075,+1.13736
2012-01-01 06:08:00 UTC,+12.3264,+1.13736
2012-01-01 06:09:00 UTC,+12.3454,+1.13736
2012-01-01 06:10:00 UTC,+12.3644,+1.13736
2012-01-01 06:11:00 UTC,+12.3833,+1.13736
2012-01-01 06:12:00 UTC,+12.4023,+1.13736
2012-01-01 06:13:00 UTC,+12.4212,+1.13736
2012-01-01 06:14:00 UTC,+12.4402,+1.13736
2012-01-01 06:15:00 UTC,+12.4591,+1.13736
2012-01-01 06:16:00 UTC,+12.4781,+1.13736
2012-01-01 06:17:00 UTC,+12.497,+1.13736
2012-01-01 06:18:00 UTC,+12.516,+1.13736
2012-01-01 06:19:00 UTC,+12.535,+1.13736
2012-01-01 06:20:00 UTC,+12.5539,+1.13736
2012-01-01 06:21:00 UTC,+12.5729,+1.13736
2012-01-01 06:22:00 UTC,+12.5918,+1.13736
2012-01-01 06:23:00 UTC,+12.6108,+1.13736
2012-01-01 06:24:00 UTC,+12.6297,+1.13736
2012-01-01 06:25:00 UTC,+12.6487,+1.13736
2012-01-01 06:26:00 UTC,+12.6677,+1.13736
2012-01-01 06:27:00 UTC,+12.6866,+1.13736
2012-01-01 06:28:00 UTC,+12.7056,+1.13736
2012-01-01 06:29:00 UTC,+12.7245,+1.13736
2012-01-01 06:30:00 UTC,+12.7435,+1.13736
2012-01-01 06:31:00 UTC,+12.7624,+1.13736
2012-01-01 06:32:00 UTC,+12.7814,+1.13736
2012-01-01 06:33:00 UTC,+12.8003,+1.13736
2012-01-01 06:34:00 UTC,+12.8193,+1.13736
2012-01-01 06:35:00 UTC,+12.8383,+1.13736
2012-01-01 06:36:00 UTC,+12.8572,+1.13736
2012-01-01 06:37:00 UTC,+12.8762,+1.13736
2012-01-01 06:38:00 UTC,+12.8951,+1.13736
2012-01-01 06:39:00 UTC,+12.9141,+1.13736
2012-01-01 06:40:00 UTC,+12.933,+1.13736
2012-01-01 06:41:00 UTC,+12.952,+1.13736
2012-01-01 06:42:00 UTC,+12.9709,+4.30171
2012-01-01 06:43:00 UTC,+13.0426,+4.30163
2012-01-01 06:44:00 UTC,+13.1143,+4.30154
2012-01-01 06:45:00 UTC,+13.186,+4.30009
2012-01-01 06:46:00 UTC,+13.2577,+4.29561
2012-01-01 06:47:00 UTC,+13.3293,+4.29093
2012-01-01 06:48:00 UTC,+13.4008,+4.28601
2012-01-01 06:49:00 UTC,+13.4722,+4.28069
2012-01-01 06:50:00 UTC,+13.5436,+4.27516
2012-01-01 06:51:00 UTC,+13.6148,+4.26943
2012-01-01 06:52:00 UTC,+13.686,+4.26349
2012-01-01 06:53:00 UTC,+13.7571,+1.09427
2012-01-01 06:54:00 UTC,+13.7753,+1.08808
2012-01-01 06:55:00 UTC,+13.7934,+1.08168
2012-01-01 06:56:00 UTC,+13.8115,+1.07509
2012-01-01 06:57:00 UTC,+13.8294,+1.06829
2012-01-01 06:58:00 UTC,+13.8472,+1.0613
2012-01-01 06:59:00 UTC,+13.8649,+1.05031
2012-01-01 07:00:00 UTC,+13.8824,+1.03225
2012-01-01 07:01:00 UTC,+13.8996,+0.986441
2012-01-01 07:02:00 UTC,+13.916,+0.941006
2012-01-01 07:03:00 UTC,+13.9317,+0.895941
2012-01-01 07:04:00 UTC,+13.9466,+0.851247
2012-01-01 07:05:00 UTC,+13.9608,+0.814871
2012-01-01 07:06:00 UTC,+13.9744,+1.00244
2012-01-01 07:07:00 UTC,+13.9911,+0.958853
2012-01-01 07:08:00 UTC,+14.0071,+0.91564
2012-01-01 07:09:00 UTC,+14.0223,+0.872797
2012-01-01 07:10:00 UTC,+14.0369,+0.830324
2012-01-01 07:11:00 UTC,+14.0507,+0.788221
2012-01-01 07:12:00 UTC,+14.0639,+5.24629
2012-01-01 07:13:00 UTC,+14.1513,+5.20493
2012-01-01 07:14:00 UTC,+14.2381,+5.16394
2012-01-01 07:15:00 UTC,+14.3241,+5.12331
2012-01-01 07:16:00 UTC,+14.4095,+5.08306
2012-01-01 07:17:00 UTC,+14.4942,+5.04318
2012-01-01 07:18:00 UTC,+14.5783,+8.15589
2012-01-01 07:19:00 UTC,+14.7142,+8.11628
2012-01-01 07:20:00 UTC,+14.8495,+8.07704
2012-01-01 07:21:00 UTC,+14.9841,+8.03818
2012-01-01 07:22:00 UTC,+15.1181,+7.9997
2012-01-01 07:23:00 UTC,+15.2514,+7.96159
2012-01-01 07:24:00 UTC,+15.3841,+7.92386
2012-01-01 07:25:00 UTC,+15.5162,+3.3867
2012-01-01 07:26:00 UTC,+15.5726,+3.34972
2012-01-01 07:27:00 UTC,+15.6284,+3.31312
2012-01-01 07:28:00 UTC,+15.6836,+3.27689
2012-01-01 07:29:00 UTC,+15.7383,+3.24104
2012-01-01 07:30:00 UTC,+15.7923,+0.0585369
2012-01-01 07:31:00 UTC,+15.7933,+0.0238278
2012-01-01 07:32:00 UTC,+15.7937,-0.010512
2012-01-01 07:33:00 UTC,+15.7935,-0.0444826
2012-01-01 07:34:00 UTC,+15.7927,-0.078084
2012-01-01 07:35:00 UTC,+15.7914,-0.111316
2012-01-01 07:36:00 UTC,+15.7896,-0.144179
2012-01-01 07:37:00 UTC,+15.7872,-0.176673
2012-01-01 07:38:00 UTC,+15.7842,-0.208798
2012-01-01 07:39:00 UTC,+15.7808,-0.240554
2012-01-01 07:40:00 UTC,+15.7767,-0.271941
2012-01-01 07:41:00 UTC,+15.7722,-0.302959
2012-01-01 07:42:00 UTC,+15.7672,-0.333608
2012-01-01 07:43:00 UTC,+15.7616,-0.363889
2012-01-01 07:44:00 UTC,+15.7555,-0.3938
2012-01-01 07:45:00 UTC,+15.749,-0.423342
2012-01-01 07:46:00 UTC,+15.7419,-0.452516
2012-01-01 07:47:00 UTC,+15.7344,-0.481321
2012-01-01 07:48:00 UTC,+15.7264,-0.509757
2012-01-01 07:49:00 UTC,+15.7179,-0.537825
2012-01-01 07:50:00 UTC,+15.7089,-0.565523
2012-01-01 07:51:00 UTC,+15.6995,-0.592854
2012-01-01 07:52:00 UTC,+15.6896,-0.619815
2012-01-01 07:53:00 UTC,+15.6793,-0.646408
2012-01-01 07:54:00 UTC,+15.6685,-0.672633
