# file...... out_waterheater.csv
# date...... Sun Feb 17 16:30:01 2019
# user...... dpinney
# host...... (null)
# target.... waterheater 5
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,power.real[kW],temperature[degF]
2012-01-01 09:10:00 UTC,+0,+132.884
2012-01-01 09:11:00 UTC,+0,+132.874
2012-01-01 09:12:00 UTC,+0,+132.864
2012-01-01 09:13:00 UTC,+0,+132.854
2012-01-01 09:14:00 UTC,+0,+132.844
2012-01-01 09:15:00 UTC,+0,+132.834
2012-01-01 09:16:00 UTC,+0,+132.824
2012-01-01 09:17:00 UTC,+0,+132.814
2012-01-01 09:18:00 UTC,+0,+132.804
2012-01-01 09:19:00 UTC,+0,+132.793
2012-01-01 09:20:00 UTC,+0,+132.783
2012-01-01 09:21:00 UTC,+0,+132.773
2012-01-01 09:22:00 UTC,+0,+132.763
2012-01-01 09:23:00 UTC,+0,+132.753
2012-01-01 09:24:00 UTC,+0,+132.743
2012-01-01 09:25:00 UTC,+0,+132.733
2012-01-01 09:26:00 UTC,+0,+132.723
2012-01-01 09:27:00 UTC,+0,+132.713
2012-01-01 09:28:00 UTC,+0,+132.703
2012-01-01 09:29:00 UTC,+0,+132.692
2012-01-01 09:30:00 UTC,+0,+132.682
2012-01-01 09:31:00 UTC,+0,+132.672
2012-01-01 09:32:00 UTC,+0,+132.662
2012-01-01 09:33:00 UTC,+0,+132.652
2012-01-01 09:34:00 UTC,+0,+132.642
2012-01-01 09:35:00 UTC,+0,+132.632
2012-01-01 09:36:00 UTC,+0,+132.622
2012-01-01 09:37:00 UTC,+0,+132.612
2012-01-01 09:38:00 UTC,+0,+132.601
2012-01-01 09:39:00 UTC,+0,+132.591
2012-01-01 09:40:00 UTC,+0,+132.581
2012-01-01 09:41:00 UTC,+0,+132.571
2012-01-01 09:42:00 UTC,+0,+132.561
2012-01-01 09:43:00 UTC,+0,+132.551
2012-01-01 09:44:00 UTC,+0,+132.541
2012-01-01 09:45:00 UTC,+0,+132.531
2012-01-01 09:46:00 UTC,+0,+132.521
2012-01-01 09:47:00 UTC,+0,+132.51
2012-01-01 09:48:00 UTC,+0,+132.5
2012-01-01 09:49:00 UTC,+0,+132.49
2012-01-01 09:50:00 UTC,+0,+132.48
2012-01-01 09:51:00 UTC,+0,+132.47
2012-01-01 09:52:00 UTC,+0,+132.46
2012-01-01 09:53:00 UTC,+0,+132.45
2012-01-01 09:54:00 UTC,+0,+132.44
2012-01-01 09:55:00 UTC,+0,+132.43
2012-01-01 09:56:00 UTC,+0,+132.419
2012-01-01 09:57:00 UTC,+0,+132.409
2012-01-01 09:58:00 UTC,+0,+132.399
2012-01-01 09:59:00 UTC,+0,+132.389
2012-01-01 10:00:00 UTC,+0,+132.379
2012-01-01 10:01:00 UTC,+0,+132.369
2012-01-01 10:02:00 UTC,+0,+132.359
2012-01-01 10:03:00 UTC,+0,+132.349
2012-01-01 10:04:00 UTC,+0,+132.339
2012-01-01 10:05:00 UTC,+0,+132.329
2012-01-01 10:06:00 UTC,+0,+132.319
2012-01-01 10:07:00 UTC,+0,+132.308
2012-01-01 10:08:00 UTC,+0,+132.298
2012-01-01 10:09:00 UTC,+0,+132.288
2012-01-01 10:10:00 UTC,+0,+132.278
2012-01-01 10:11:00 UTC,+0,+132.268
2012-01-01 10:12:00 UTC,+0,+132.258
2012-01-01 10:13:00 UTC,+0,+132.248
2012-01-01 10:14:00 UTC,+0,+132.238
2012-01-01 10:15:00 UTC,+0,+132.228
2012-01-01 10:16:00 UTC,+0,+132.218
2012-01-01 10:17:00 UTC,+0,+132.208
2012-01-01 10:18:00 UTC,+0,+132.198
2012-01-01 10:19:00 UTC,+0,+132.187
2012-01-01 10:20:00 UTC,+0,+132.177
2012-01-01 10:21:00 UTC,+0,+132.167
2012-01-01 10:22:00 UTC,+0,+132.157
2012-01-01 10:23:00 UTC,+0,+132.147
2012-01-01 10:24:00 UTC,+0,+132.137
2012-01-01 10:25:00 UTC,+0,+132.127
2012-01-01 10:26:00 UTC,+0,+132.117
2012-01-01 10:27:00 UTC,+0,+132.107
2012-01-01 10:28:00 UTC,+0,+132.097
2012-01-01 10:29:00 UTC,+0,+132.087
2012-01-01 10:30:00 UTC,+0,+132.077
2012-01-01 10:31:00 UTC,+0,+132.067
2012-01-01 10:32:00 UTC,+0,+132.057
2012-01-01 10:33:00 UTC,+0,+132.047
2012-01-01 10:34:00 UTC,+0,+132.037
2012-01-01 10:35:00 UTC,+0,+132.026
2012-01-01 10:36:00 UTC,+0,+132.016
2012-01-01 10:37:00 UTC,+0,+132.006
2012-01-01 10:38:00 UTC,+0,+131.996
2012-01-01 10:39:00 UTC,+0,+131.986
2012-01-01 10:40:00 UTC,+0,+131.976
2012-01-01 10:41:00 UTC,+0,+131.966
2012-01-01 10:42:00 UTC,+0,+131.956
2012-01-01 10:43:00 UTC,+0,+131.946
2012-01-01 10:44:00 UTC,+0,+131.936
2012-01-01 10:45:00 UTC,+0,+131.926
2012-01-01 10:46:00 UTC,+0,+131.916
2012-01-01 10:47:00 UTC,+0,+131.906
2012-01-01 10:48:00 UTC,+0,+131.896
2012-01-01 10:49:00 UTC,+0,+131.886
2012-01-01 10:50:00 UTC,+0,+131.876
2012-01-01 10:51:00 UTC,+0,+131.866
2012-01-01 10:52:00 UTC,+0,+131.856
2012-01-01 10:53:00 UTC,+0,+131.846
2012-01-01 10:54:00 UTC,+0,+131.836
2012-01-01 10:55:00 UTC,+0,+131.826
2012-01-01 10:56:00 UTC,+0,+131.816
2012-01-01 10:57:00 UTC,+0,+131.806
2012-01-01 10:58:00 UTC,+0,+131.796
2012-01-01 10:59:00 UTC,+0,+131.786
2012-01-01 11:00:00 UTC,+0,+131.776
2012-01-01 11:01:00 UTC,+0,+131.766
2012-01-01 11:02:00 UTC,+0,+131.756
2012-01-01 11:03:00 UTC,+0,+131.746
2012-01-01 11:04:00 UTC,+0,+131.736
2012-01-01 11:05:00 UTC,+0,+131.726
2012-01-01 11:06:00 UTC,+0,+131.716
2012-01-01 11:07:00 UTC,+0,+131.706
2012-01-01 11:08:00 UTC,+0,+131.696
2012-01-01 11:09:00 UTC,+0,+131.686
2012-01-01 11:10:00 UTC,+0,+131.676
2012-01-01 11:11:00 UTC,+0,+131.666
2012-01-01 11:12:00 UTC,+0,+131.656
2012-01-01 11:13:00 UTC,+0,+131.646
2012-01-01 11:14:00 UTC,+0,+131.636
2012-01-01 11:15:00 UTC,+0,+131.626
2012-01-01 11:16:00 UTC,+0,+131.616
2012-01-01 11:17:00 UTC,+0,+131.606
2012-01-01 11:18:00 UTC,+0,+131.596
2012-01-01 11:19:00 UTC,+0,+131.586
2012-01-01 11:20:00 UTC,+0,+131.576
2012-01-01 11:21:00 UTC,+0,+131.566
2012-01-01 11:22:00 UTC,+0,+131.556
2012-01-01 11:23:00 UTC,+0,+131.546
2012-01-01 11:24:00 UTC,+0,+131.536
2012-01-01 11:25:00 UTC,+0,+131.526
2012-01-01 11:26:00 UTC,+0,+131.516
2012-01-01 11:27:00 UTC,+0,+131.506
2012-01-01 11:28:00 UTC,+0,+131.496
2012-01-01 11:29:00 UTC,+0,+131.486
2012-01-01 11:30:00 UTC,+0,+131.476
2012-01-01 11:31:00 UTC,+0,+131.466
2012-01-01 11:32:00 UTC,+0,+131.457
2012-01-01 11:33:00 UTC,+0,+131.447
2012-01-01 11:34:00 UTC,+0,+131.437
2012-01-01 11:35:00 UTC,+0,+131.427
2012-01-01 11:36:00 UTC,+0,+131.418
2012-01-01 11:37:00 UTC,+0,+131.408
2012-01-01 11:38:00 UTC,+0,+131.398
2012-01-01 11:39:00 UTC,+0,+131.389
2012-01-01 11:40:00 UTC,+0,+131.379
2012-01-01 11:41:00 UTC,+0,+131.369
2012-01-01 11:42:00 UTC,+0,+131.359
2012-01-01 11:43:00 UTC,+0,+131.349
2012-01-01 11:44:00 UTC,+0,+131.34
2012-01-01 11:45:00 UTC,+0,+131.33
2012-01-01 11:46:00 UTC,+0,+131.32
2012-01-01 11:47:00 UTC,+0,+131.31
2012-01-01 11:48:00 UTC,+0,+131.3
2012-01-01 11:49:00 UTC,+0,+131.29
2012-01-01 11:50:00 UTC,+0,+131.28
2012-01-01 11:51:00 UTC,+0,+131.271
2012-01-01 11:52:00 UTC,+0,+131.261
2012-01-01 11:53:00 UTC,+0,+131.251
2012-01-01 11:54:00 UTC,+0,+131.241
2012-01-01 11:55:00 UTC,+0,+131.231
2012-01-01 11:56:00 UTC,+0,+131.221
2012-01-01 11:57:00 UTC,+0,+131.211
2012-01-01 11:58:00 UTC,+0,+131.201
2012-01-01 11:59:00 UTC,+0,+131.192
2012-01-01 12:00:00 UTC,+0,+131.182
2012-01-01 12:01:00 UTC,+0,+131.172
2012-01-01 12:02:00 UTC,+0,+131.162
2012-01-01 12:03:00 UTC,+0,+131.152
2012-01-01 12:04:00 UTC,+0,+131.142
2012-01-01 12:05:00 UTC,+0,+131.132
2012-01-01 12:06:00 UTC,+0,+131.122
2012-01-01 12:07:00 UTC,+0,+131.113
2012-01-01 12:08:00 UTC,+0,+131.103
2012-01-01 12:09:00 UTC,+0,+131.093
2012-01-01 12:10:00 UTC,+0,+131.083
2012-01-01 12:11:00 UTC,+0,+131.073
2012-01-01 12:12:00 UTC,+0,+131.063
2012-01-01 12:13:00 UTC,+0,+131.053
2012-01-01 12:14:00 UTC,+0,+131.043
2012-01-01 12:15:00 UTC,+0,+131.034
2012-01-01 12:16:00 UTC,+0,+131.024
2012-01-01 12:17:00 UTC,+0,+131.014
2012-01-01 12:18:00 UTC,+0,+131.004
2012-01-01 12:19:00 UTC,+0,+130.994
2012-01-01 12:20:00 UTC,+0,+130.984
2012-01-01 12:21:00 UTC,+0,+130.974
2012-01-01 12:22:00 UTC,+0,+130.964
2012-01-01 12:23:00 UTC,+0,+130.955
2012-01-01 12:24:00 UTC,+0,+130.945
2012-01-01 12:25:00 UTC,+0,+130.935
2012-01-01 12:26:00 UTC,+0,+130.925
2012-01-01 12:27:00 UTC,+0,+130.915
2012-01-01 12:28:00 UTC,+0,+130.905
2012-01-01 12:29:00 UTC,+0,+130.895
2012-01-01 12:30:00 UTC,+0,+130.886
2012-01-01 12:31:00 UTC,+0,+130.876
2012-01-01 12:32:00 UTC,+0,+130.866
2012-01-01 12:33:00 UTC,+0,+130.856
2012-01-01 12:34:00 UTC,+0,+130.846
2012-01-01 12:35:00 UTC,+0,+130.836
2012-01-01 12:36:00 UTC,+0,+130.826
2012-01-01 12:37:00 UTC,+0,+130.817
2012-01-01 12:38:00 UTC,+0,+130.807
2012-01-01 12:39:00 UTC,+0,+130.797
2012-01-01 12:40:00 UTC,+0,+130.787
2012-01-01 12:41:00 UTC,+0,+130.777
2012-01-01 12:42:00 UTC,+0,+130.767
2012-01-01 12:43:00 UTC,+0,+130.757
2012-01-01 12:44:00 UTC,+0,+130.748
2012-01-01 12:45:00 UTC,+0,+130.738
2012-01-01 12:46:00 UTC,+0,+130.728
2012-01-01 12:47:00 UTC,+0,+130.718
2012-01-01 12:48:00 UTC,+0,+130.708
2012-01-01 12:49:00 UTC,+0,+130.698
2012-01-01 12:50:00 UTC,+0,+130.689
2012-01-01 12:51:00 UTC,+0,+130.679
2012-01-01 12:52:00 UTC,+0,+130.669
2012-01-01 12:53:00 UTC,+0,+130.659
2012-01-01 12:54:00 UTC,+0,+130.649
2012-01-01 12:55:00 UTC,+0,+130.639
2012-01-01 12:56:00 UTC,+0,+130.63
2012-01-01 12:57:00 UTC,+0,+130.62
2012-01-01 12:58:00 UTC,+0,+130.61
2012-01-01 12:59:00 UTC,+0,+130.6
2012-01-01 13:00:00 UTC,+0,+130.59
2012-01-01 13:01:00 UTC,+0,+130.58
2012-01-01 13:02:00 UTC,+0,+130.571
2012-01-01 13:03:00 UTC,+0,+130.561
2012-01-01 13:04:00 UTC,+0,+130.551
2012-01-01 13:05:00 UTC,+0,+130.541
2012-01-01 13:06:00 UTC,+0,+130.531
2012-01-01 13:07:00 UTC,+0,+130.521
2012-01-01 13:08:00 UTC,+0,+130.512
2012-01-01 13:09:00 UTC,+0,+130.502
2012-01-01 13:10:00 UTC,+0,+130.492
2012-01-01 13:11:00 UTC,+0,+130.482
2012-01-01 13:12:00 UTC,+0,+130.472
2012-01-01 13:13:00 UTC,+0,+130.462
2012-01-01 13:14:00 UTC,+0,+130.453
2012-01-01 13:15:00 UTC,+0,+130.443
2012-01-01 13:16:00 UTC,+0,+130.433
2012-01-01 13:17:00 UTC,+0,+130.423
2012-01-01 13:18:00 UTC,+0,+130.413
2012-01-01 13:19:00 UTC,+0,+130.404
2012-01-01 13:20:00 UTC,+0,+130.394
2012-01-01 13:21:00 UTC,+0,+130.384
2012-01-01 13:22:00 UTC,+0,+130.374
2012-01-01 13:23:00 UTC,+0,+130.365
2012-01-01 13:24:00 UTC,+0,+130.355
2012-01-01 13:25:00 UTC,+0,+130.345
2012-01-01 13:26:00 UTC,+0,+130.336
2012-01-01 13:27:00 UTC,+0,+130.326
2012-01-01 13:28:00 UTC,+0,+130.317
2012-01-01 13:29:00 UTC,+0,+130.307
2012-01-01 13:30:00 UTC,+0,+130.298
2012-01-01 13:31:00 UTC,+0,+130.288
2012-01-01 13:32:00 UTC,+0,+130.279
2012-01-01 13:33:00 UTC,+0,+130.269
2012-01-01 13:34:00 UTC,+0,+130.259
2012-01-01 13:35:00 UTC,+0,+130.25
2012-01-01 13:36:00 UTC,+0,+130.24
2012-01-01 13:37:00 UTC,+0,+130.231
2012-01-01 13:38:00 UTC,+0,+130.221
2012-01-01 13:39:00 UTC,+0,+130.211
2012-01-01 13:40:00 UTC,+0,+130.201
2012-01-01 13:41:00 UTC,+0,+130.192
2012-01-01 13:42:00 UTC,+0,+130.182
2012-01-01 13:43:00 UTC,+0,+130.172
2012-01-01 13:44:00 UTC,+0,+130.163
2012-01-01 13:45:00 UTC,+0,+130.153
2012-01-01 13:46:00 UTC,+0,+130.143
2012-01-01 13:47:00 UTC,+0,+130.133
2012-01-01 13:48:00 UTC,+0,+130.124
2012-01-01 13:49:00 UTC,+0,+130.114
2012-01-01 13:50:00 UTC,+0,+130.104
2012-01-01 13:51:00 UTC,+0,+130.095
2012-01-01 13:52:00 UTC,+0,+130.085
2012-01-01 13:53:00 UTC,+0,+130.075
2012-01-01 13:54:00 UTC,+0,+130.065
2012-01-01 13:55:00 UTC,+0,+130.056
2012-01-01 13:56:00 UTC,+0,+130.046
2012-01-01 13:57:00 UTC,+0,+130.036
2012-01-01 13:58:00 UTC,+0,+130.027
2012-01-01 13:59:00 UTC,+0,+130.017
2012-01-01 14:00:00 UTC,+0,+130.007
2012-01-01 14:01:00 UTC,+0,+129.997
2012-01-01 14:02:00 UTC,+0,+129.988
2012-01-01 14:03:00 UTC,+0,+129.978
2012-01-01 14:04:00 UTC,+0,+129.968
2012-01-01 14:05:00 UTC,+0,+129.958
2012-01-01 14:06:00 UTC,+0,+129.949
2012-01-01 14:07:00 UTC,+0,+129.939
2012-01-01 14:08:00 UTC,+0,+129.929
2012-01-01 14:09:00 UTC,+0,+129.92
2012-01-01 14:10:00 UTC,+0,+129.91
2012-01-01 14:11:00 UTC,+0,+129.9
2012-01-01 14:12:00 UTC,+0,+129.89
2012-01-01 14:13:00 UTC,+0,+129.881
2012-01-01 14:14:00 UTC,+0,+129.871
2012-01-01 14:15:00 UTC,+0,+129.861
2012-01-01 14:16:00 UTC,+0,+129.852
2012-01-01 14:17:00 UTC,+0,+129.842
2012-01-01 14:18:00 UTC,+0,+129.832
2012-01-01 14:19:00 UTC,+0,+129.822
2012-01-01 14:20:00 UTC,+0,+129.813
2012-01-01 14:21:00 UTC,+0,+129.803
2012-01-01 14:22:00 UTC,+0,+129.793
2012-01-01 14:23:00 UTC,+0,+129.784
2012-01-01 14:24:00 UTC,+0,+129.774
2012-01-01 14:25:00 UTC,+0,+129.764
2012-01-01 14:26:00 UTC,+0,+129.754
2012-01-01 14:27:00 UTC,+0,+129.745
2012-01-01 14:28:00 UTC,+0,+129.735
2012-01-01 14:29:00 UTC,+0,+129.725
2012-01-01 14:30:00 UTC,+0,+129.716
2012-01-01 14:31:00 UTC,+0,+129.706
2012-01-01 14:32:00 UTC,+0,+129.696
2012-01-01 14:33:00 UTC,+0,+129.686
2012-01-01 14:34:00 UTC,+0,+129.677
2012-01-01 14:35:00 UTC,+0,+129.667
2012-01-01 14:36:00 UTC,+0,+129.658
2012-01-01 14:37:00 UTC,+0,+129.648
2012-01-01 14:38:00 UTC,+0,+129.639
2012-01-01 14:39:00 UTC,+0,+129.629
2012-01-01 14:40:00 UTC,+0,+129.62
2012-01-01 14:41:00 UTC,+0,+129.61
2012-01-01 14:42:00 UTC,+0,+129.601
2012-01-01 14:43:00 UTC,+0,+129.591
2012-01-01 14:44:00 UTC,+0,+129.582
2012-01-01 14:45:00 UTC,+0,+129.573
2012-01-01 14:46:00 UTC,+0,+129.563
2012-01-01 14:47:00 UTC,+0,+129.554
2012-01-01 14:48:00 UTC,+0,+129.544
2012-01-01 14:49:00 UTC,+0,+129.535
2012-01-01 14:50:00 UTC,+0,+129.525
2012-01-01 14:51:00 UTC,+0,+129.515
2012-01-01 14:52:00 UTC,+0,+129.506
2012-01-01 14:53:00 UTC,+0,+129.496
2012-01-01 14:54:00 UTC,+0,+129.487
2012-01-01 14:55:00 UTC,+0,+129.477
2012-01-01 14:56:00 UTC,+0,+129.467
2012-01-01 14:57:00 UTC,+0,+129.458
2012-01-01 14:58:00 UTC,+0,+129.448
2012-01-01 14:59:00 UTC,+0,+129.439
2012-01-01 15:00:00 UTC,+0,+129.429
2012-01-01 15:01:00 UTC,+0,+129.419
2012-01-01 15:02:00 UTC,+0,+129.41
2012-01-01 15:03:00 UTC,+0,+129.4
2012-01-01 15:04:00 UTC,+0,+129.39
2012-01-01 15:05:00 UTC,+0,+129.381
2012-01-01 15:06:00 UTC,+0,+129.371
2012-01-01 15:07:00 UTC,+0,+129.362
2012-01-01 15:08:00 UTC,+0,+129.352
2012-01-01 15:09:00 UTC,+0,+129.342
2012-01-01 15:10:00 UTC,+0,+129.333
2012-01-01 15:11:00 UTC,+0,+129.323
2012-01-01 15:12:00 UTC,+0,+129.313
2012-01-01 15:13:00 UTC,+0,+129.304
2012-01-01 15:14:00 UTC,+0,+129.294
2012-01-01 15:15:00 UTC,+0,+129.284
2012-01-01 15:16:00 UTC,+0,+129.275
2012-01-01 15:17:00 UTC,+0,+129.265
2012-01-01 15:18:00 UTC,+0,+129.255
2012-01-01 15:19:00 UTC,+0,+129.246
2012-01-01 15:20:00 UTC,+0,+129.236
2012-01-01 15:21:00 UTC,+0,+129.227
2012-01-01 15:22:00 UTC,+0,+129.217
2012-01-01 15:23:00 UTC,+0,+129.208
2012-01-01 15:24:00 UTC,+0,+129.198
2012-01-01 15:25:00 UTC,+0,+129.189
2012-01-01 15:26:00 UTC,+0,+129.179
2012-01-01 15:27:00 UTC,+0,+129.17
2012-01-01 15:28:00 UTC,+0,+129.16
2012-01-01 15:29:00 UTC,+0,+129.151
2012-01-01 15:30:00 UTC,+0,+129.142
2012-01-01 15:31:00 UTC,+0,+129.132
2012-01-01 15:32:00 UTC,+0,+129.123
2012-01-01 15:33:00 UTC,+0,+129.113
2012-01-01 15:34:00 UTC,+0,+129.104
2012-01-01 15:35:00 UTC,+0,+129.095
2012-01-01 15:36:00 UTC,+0,+129.085
2012-01-01 15:37:00 UTC,+0,+129.076
2012-01-01 15:38:00 UTC,+0,+129.066
2012-01-01 15:39:00 UTC,+0,+129.057
2012-01-01 15:40:00 UTC,+0,+129.048
2012-01-01 15:41:00 UTC,+0,+129.038
2012-01-01 15:42:00 UTC,+0,+129.029
2012-01-01 15:43:00 UTC,+0,+129.019
2012-01-01 15:44:00 UTC,+0,+129.009
2012-01-01 15:45:00 UTC,+0,+129
2012-01-01 15:46:00 UTC,+0,+128.99
2012-01-01 15:47:00 UTC,+0,+128.981
2012-01-01 15:48:00 UTC,+0,+128.971
2012-01-01 15:49:00 UTC,+0,+128.962
2012-01-01 15:50:00 UTC,+0,+128.952
2012-01-01 15:51:00 UTC,+0,+128.943
2012-01-01 15:52:00 UTC,+0,+128.933
2012-01-01 15:53:00 UTC,+0,+128.923
2012-01-01 15:54:00 UTC,+0,+128.914
2012-01-01 15:55:00 UTC,+0,+128.904
2012-01-01 15:56:00 UTC,+0,+128.895
2012-01-01 15:57:00 UTC,+0,+128.885
2012-01-01 15:58:00 UTC,+0,+128.875
2012-01-01 15:59:00 UTC,+0,+128.866
2012-01-01 16:00:00 UTC,+0,+128.856
2012-01-01 16:01:00 UTC,+0,+128.847
2012-01-01 16:02:00 UTC,+0,+128.837
2012-01-01 16:03:00 UTC,+0,+128.828
2012-01-01 16:04:00 UTC,+0,+128.818
2012-01-01 16:05:00 UTC,+0,+128.809
2012-01-01 16:06:00 UTC,+0,+128.799
2012-01-01 16:07:00 UTC,+0,+128.79
2012-01-01 16:08:00 UTC,+0,+128.78
2012-01-01 16:09:00 UTC,+0,+128.771
2012-01-01 16:10:00 UTC,+0,+128.761
2012-01-01 16:11:00 UTC,+0,+128.752
2012-01-01 16:12:00 UTC,+0,+128.743
2012-01-01 16:13:00 UTC,+0,+128.733
2012-01-01 16:14:00 UTC,+0,+128.724
2012-01-01 16:15:00 UTC,+0,+128.715
2012-01-01 16:16:00 UTC,+0,+128.706
2012-01-01 16:17:00 UTC,+0,+128.696
2012-01-01 16:18:00 UTC,+0,+128.687
2012-01-01 16:19:00 UTC,+0,+128.678
2012-01-01 16:20:00 UTC,+0,+128.668
2012-01-01 16:21:00 UTC,+0,+128.659
2012-01-01 16:22:00 UTC,+0,+128.65
2012-01-01 16:23:00 UTC,+0,+128.64
2012-01-01 16:24:00 UTC,+0,+128.631
2012-01-01 16:25:00 UTC,+0,+128.621
2012-01-01 16:26:00 UTC,+0,+128.612
2012-01-01 16:27:00 UTC,+0,+128.603
2012-01-01 16:28:00 UTC,+0,+128.593
2012-01-01 16:29:00 UTC,+0,+128.584
2012-01-01 16:30:00 UTC,+0,+128.574
2012-01-01 16:31:00 UTC,+0,+128.565
2012-01-01 16:32:00 UTC,+0,+128.555
2012-01-01 16:33:00 UTC,+0,+128.546
2012-01-01 16:34:00 UTC,+0,+128.536
2012-01-01 16:35:00 UTC,+0,+128.527
2012-01-01 16:36:00 UTC,+0,+128.517
2012-01-01 16:37:00 UTC,+0,+128.508
2012-01-01 16:38:00 UTC,+0,+128.498
2012-01-01 16:39:00 UTC,+0,+128.489
2012-01-01 16:40:00 UTC,+0,+128.479
2012-01-01 16:41:00 UTC,+0,+128.47
2012-01-01 16:42:00 UTC,+0,+128.46
2012-01-01 16:43:00 UTC,+0,+128.451
2012-01-01 16:44:00 UTC,+0,+128.441
2012-01-01 16:45:00 UTC,+0,+128.432
2012-01-01 16:46:00 UTC,+0,+128.422
2012-01-01 16:47:00 UTC,+0,+128.413
2012-01-01 16:48:00 UTC,+0,+128.403
2012-01-01 16:49:00 UTC,+0,+128.394
2012-01-01 16:50:00 UTC,+0,+128.384
2012-01-01 16:51:00 UTC,+0,+128.375
2012-01-01 16:52:00 UTC,+0,+128.365
2012-01-01 16:53:00 UTC,+0,+128.356
2012-01-01 16:54:00 UTC,+0,+128.346
2012-01-01 16:55:00 UTC,+0,+128.337
2012-01-01 16:56:00 UTC,+0,+128.327
2012-01-01 16:57:00 UTC,+0,+128.318
2012-01-01 16:58:00 UTC,+0,+128.309
2012-01-01 16:59:00 UTC,+0,+128.299
2012-01-01 17:00:00 UTC,+0,+128.29
2012-01-01 17:01:00 UTC,+0,+128.281
2012-01-01 17:02:00 UTC,+0,+128.272
2012-01-01 17:03:00 UTC,+0,+128.262
2012-01-01 17:04:00 UTC,+0,+128.253
2012-01-01 17:05:00 UTC,+0,+128.244
2012-01-01 17:06:00 UTC,+0,+128.235
2012-01-01 17:07:00 UTC,+0,+128.225
2012-01-01 17:08:00 UTC,+0,+128.216
2012-01-01 17:09:00 UTC,+0,+128.207
2012-01-01 17:10:00 UTC,+0,+128.198
2012-01-01 17:11:00 UTC,+0,+128.189
2012-01-01 17:12:00 UTC,+0,+128.179
2012-01-01 17:13:00 UTC,+0,+128.17
2012-01-01 17:14:00 UTC,+0,+128.161
2012-01-01 17:15:00 UTC,+0,+128.151
2012-01-01 17:16:00 UTC,+0,+128.142
2012-01-01 17:17:00 UTC,+0,+128.133
2012-01-01 17:18:00 UTC,+0,+128.123
2012-01-01 17:19:00 UTC,+0,+128.114
2012-01-01 17:20:00 UTC,+0,+128.105
2012-01-01 17:21:00 UTC,+0,+128.095
2012-01-01 17:22:00 UTC,+0,+128.086
2012-01-01 17:23:00 UTC,+0,+128.076
2012-01-01 17:24:00 UTC,+0,+128.067
2012-01-01 17:25:00 UTC,+0,+128.058
2012-01-01 17:26:00 UTC,+0,+128.048
2012-01-01 17:27:00 UTC,+0,+128.039
2012-01-01 17:28:00 UTC,+0,+128.029
2012-01-01 17:29:00 UTC,+0,+128.02
2012-01-01 17:30:00 UTC,+0,+128.01
2012-01-01 17:31:00 UTC,+0,+128.001
2012-01-01 17:32:00 UTC,+0,+127.992
2012-01-01 17:33:00 UTC,+0,+127.982
2012-01-01 17:34:00 UTC,+0,+127.973
2012-01-01 17:35:00 UTC,+0,+127.963
2012-01-01 17:36:00 UTC,+0,+127.954
2012-01-01 17:37:00 UTC,+0,+127.945
2012-01-01 17:38:00 UTC,+0,+127.935
2012-01-01 17:39:00 UTC,+0,+127.926
2012-01-01 17:40:00 UTC,+0,+127.916
2012-01-01 17:41:00 UTC,+0,+127.907
2012-01-01 17:42:00 UTC,+0,+127.897
2012-01-01 17:43:00 UTC,+0,+127.888
2012-01-01 17:44:00 UTC,+0,+127.879
2012-01-01 17:45:00 UTC,+0,+127.869
2012-01-01 17:46:00 UTC,+0,+127.86
2012-01-01 17:47:00 UTC,+0,+127.85
2012-01-01 17:48:00 UTC,+0,+127.841
2012-01-01 17:49:00 UTC,+0,+127.831
2012-01-01 17:50:00 UTC,+0,+127.822
2012-01-01 17:51:00 UTC,+0,+127.813
2012-01-01 17:52:00 UTC,+0,+127.803
2012-01-01 17:53:00 UTC,+0,+127.794
2012-01-01 17:54:00 UTC,+0,+127.784
2012-01-01 17:55:00 UTC,+0,+127.775
2012-01-01 17:56:00 UTC,+0,+127.765
2012-01-01 17:57:00 UTC,+0,+127.756
2012-01-01 17:58:00 UTC,+0,+127.747
2012-01-01 17:59:00 UTC,+0,+127.737
2012-01-01 18:00:00 UTC,+0,+127.728
2012-01-01 18:01:00 UTC,+0,+127.719
2012-01-01 18:02:00 UTC,+0,+127.709
2012-01-01 18:03:00 UTC,+0,+127.7
2012-01-01 18:04:00 UTC,+0,+127.691
2012-01-01 18:05:00 UTC,+0,+127.682
2012-01-01 18:06:00 UTC,+0,+127.673
2012-01-01 18:07:00 UTC,+0,+127.663
2012-01-01 18:08:00 UTC,+0,+127.654
2012-01-01 18:09:00 UTC,+0,+127.645
2012-01-01 18:10:00 UTC,+0,+127.636
2012-01-01 18:11:00 UTC,+0,+127.627
2012-01-01 18:12:00 UTC,+0,+127.618
2012-01-01 18:13:00 UTC,+0,+127.609
2012-01-01 18:14:00 UTC,+0,+127.599
2012-01-01 18:15:00 UTC,+0,+127.59
2012-01-01 18:16:00 UTC,+0,+127.581
2012-01-01 18:17:00 UTC,+0,+127.572
2012-01-01 18:18:00 UTC,+0,+127.563
2012-01-01 18:19:00 UTC,+0,+127.554
2012-01-01 18:20:00 UTC,+0,+127.544
2012-01-01 18:21:00 UTC,+0,+127.535
2012-01-01 18:22:00 UTC,+0,+127.526
2012-01-01 18:23:00 UTC,+0,+127.517
2012-01-01 18:24:00 UTC,+0,+127.507
