# file...... out_waterheater.csv
# date...... Sun Feb 17 16:30:01 2019
# user...... dpinney
# host...... (null)
# target.... waterheater 5
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,power.real[kW],temperature[degF]
2012-01-01 03:11:00 UTC,+0,+128.295
2012-01-01 03:12:00 UTC,+0,+128.286
2012-01-01 03:13:00 UTC,+0,+128.277
2012-01-01 03:14:00 UTC,+0,+128.268
2012-01-01 03:15:00 UTC,+0,+128.259
2012-01-01 03:16:00 UTC,+0,+128.25
2012-01-01 03:17:00 UTC,+0,+128.241
2012-01-01 03:18:00 UTC,+0,+128.232
2012-01-01 03:19:00 UTC,+0,+128.223
2012-01-01 03:20:00 UTC,+0,+128.214
2012-01-01 03:21:00 UTC,+0,+128.205
2012-01-01 03:22:00 UTC,+0,+128.196
2012-01-01 03:23:00 UTC,+0,+128.187
2012-01-01 03:24:00 UTC,+0,+128.178
2012-01-01 03:25:00 UTC,+0,+128.169
2012-01-01 03:26:00 UTC,+0,+128.16
2012-01-01 03:27:00 UTC,+0,+128.151
2012-01-01 03:28:00 UTC,+0,+128.142
2012-01-01 03:29:00 UTC,+0,+128.133
2012-01-01 03:30:00 UTC,+0,+128.124
2012-01-01 03:31:00 UTC,+0,+128.115
2012-01-01 03:32:00 UTC,+0,+128.106
2012-01-01 03:33:00 UTC,+0,+128.097
2012-01-01 03:34:00 UTC,+0,+128.088
2012-01-01 03:35:00 UTC,+0,+128.079
2012-01-01 03:36:00 UTC,+0,+128.07
2012-01-01 03:37:00 UTC,+0,+128.061
2012-01-01 03:38:00 UTC,+0,+128.052
2012-01-01 03:39:00 UTC,+0,+128.043
2012-01-01 03:40:00 UTC,+0,+128.034
2012-01-01 03:41:00 UTC,+0,+128.025
2012-01-01 03:42:00 UTC,+0,+128.016
2012-01-01 03:43:00 UTC,+0,+128.007
2012-01-01 03:44:00 UTC,+0,+127.998
2012-01-01 03:45:00 UTC,+0,+127.989
2012-01-01 03:46:00 UTC,+0,+127.98
2012-01-01 03:47:00 UTC,+0,+127.971
2012-01-01 03:48:00 UTC,+0,+127.962
2012-01-01 03:49:00 UTC,+0,+127.953
2012-01-01 03:50:00 UTC,+0,+127.944
2012-01-01 03:51:00 UTC,+0,+127.935
2012-01-01 03:52:00 UTC,+0,+127.926
2012-01-01 03:53:00 UTC,+0,+127.917
2012-01-01 03:54:00 UTC,+0,+127.908
2012-01-01 03:55:00 UTC,+0,+127.899
2012-01-01 03:56:00 UTC,+0,+127.89
2012-01-01 03:57:00 UTC,+0,+127.881
2012-01-01 03:58:00 UTC,+0,+127.872
2012-01-01 03:59:00 UTC,+0,+127.863
2012-01-01 04:00:00 UTC,+0,+127.854
2012-01-01 04:01:00 UTC,+0,+127.845
2012-01-01 04:02:00 UTC,+0,+127.836
2012-01-01 04:03:00 UTC,+0,+127.827
2012-01-01 04:04:00 UTC,+0,+127.817
2012-01-01 04:05:00 UTC,+0,+127.808
2012-01-01 04:06:00 UTC,+0,+127.799
2012-01-01 04:07:00 UTC,+0,+127.79
2012-01-01 04:08:00 UTC,+0,+127.781
2012-01-01 04:09:00 UTC,+0,+127.772
2012-01-01 04:10:00 UTC,+0,+127.763
2012-01-01 04:11:00 UTC,+0,+127.754
2012-01-01 04:12:00 UTC,+0,+127.745
2012-01-01 04:13:00 UTC,+0,+127.736
2012-01-01 04:14:00 UTC,+0,+127.727
2012-01-01 04:15:00 UTC,+0,+127.718
2012-01-01 04:16:00 UTC,+0,+127.709
2012-01-01 04:17:00 UTC,+0,+127.7
2012-01-01 04:18:00 UTC,+0,+127.691
2012-01-01 04:19:00 UTC,+0,+127.682
2012-01-01 04:20:00 UTC,+0,+127.673
2012-01-01 04:21:00 UTC,+0,+127.663
2012-01-01 04:22:00 UTC,+0,+127.654
2012-01-01 04:23:00 UTC,+0,+127.645
2012-01-01 04:24:00 UTC,+0,+127.636
2012-01-01 04:25:00 UTC,+0,+127.627
2012-01-01 04:26:00 UTC,+0,+127.618
2012-01-01 04:27:00 UTC,+0,+127.609
2012-01-01 04:28:00 UTC,+0,+127.6
2012-01-01 04:29:00 UTC,+0,+127.591
2012-01-01 04:30:00 UTC,+0,+127.582
2012-01-01 04:31:00 UTC,+0,+127.573
2012-01-01 04:32:00 UTC,+0,+127.564
2012-01-01 04:33:00 UTC,+0,+127.555
2012-01-01 04:34:00 UTC,+0,+127.545
2012-01-01 04:35:00 UTC,+0,+127.536
2012-01-01 04:36:00 UTC,+0,+127.527
2012-01-01 04:37:00 UTC,+0,+127.518
2012-01-01 04:38:00 UTC,+0,+127.509
2012-01-01 04:39:00 UTC,+0,+127.5
2012-01-01 04:40:00 UTC,+0,+127.491
2012-01-01 04:41:00 UTC,+0,+127.482
2012-01-01 04:42:00 UTC,+0,+127.473
2012-01-01 04:43:00 UTC,+0,+127.464
2012-01-01 04:44:00 UTC,+0,+127.455
2012-01-01 04:45:00 UTC,+0,+127.445
2012-01-01 04:46:00 UTC,+0,+127.436
2012-01-01 04:47:00 UTC,+0,+127.427
2012-01-01 04:48:00 UTC,+0,+127.418
2012-01-01 04:49:00 UTC,+0,+127.409
2012-01-01 04:50:00 UTC,+0,+127.4
2012-01-01 04:51:00 UTC,+0,+127.391
2012-01-01 04:52:00 UTC,+0,+127.382
2012-01-01 04:53:00 UTC,+0,+127.373
2012-01-01 04:54:00 UTC,+0,+127.363
2012-01-01 04:55:00 UTC,+0,+127.354
2012-01-01 04:56:00 UTC,+0,+127.345
2012-01-01 04:57:00 UTC,+0,+127.336
2012-01-01 04:58:00 UTC,+0,+127.327
2012-01-01 04:59:00 UTC,+0,+127.318
2012-01-01 05:00:00 UTC,+0,+127.309
2012-01-01 05:01:00 UTC,+0,+127.3
2012-01-01 05:02:00 UTC,+0,+127.291
2012-01-01 05:03:00 UTC,+0,+127.281
2012-01-01 05:04:00 UTC,+0,+127.272
2012-01-01 05:05:00 UTC,+0,+127.263
2012-01-01 05:06:00 UTC,+0,+127.254
2012-01-01 05:07:00 UTC,+0,+127.245
2012-01-01 05:08:00 UTC,+0,+127.236
2012-01-01 05:09:00 UTC,+0,+127.227
2012-01-01 05:10:00 UTC,+0,+127.218
2012-01-01 05:11:00 UTC,+0,+127.208
2012-01-01 05:12:00 UTC,+0,+127.199
2012-01-01 05:13:00 UTC,+0,+127.19
2012-01-01 05:14:00 UTC,+0,+127.181
2012-01-01 05:15:00 UTC,+0,+127.172
2012-01-01 05:16:00 UTC,+0,+127.163
2012-01-01 05:17:00 UTC,+0,+127.154
2012-01-01 05:18:00 UTC,+0,+127.144
2012-01-01 05:19:00 UTC,+0,+127.135
2012-01-01 05:20:00 UTC,+0,+127.126
2012-01-01 05:21:00 UTC,+0,+127.117
2012-01-01 05:22:00 UTC,+0,+127.108
2012-01-01 05:23:00 UTC,+0,+127.099
2012-01-01 05:24:00 UTC,+0,+127.09
2012-01-01 05:25:00 UTC,+0,+127.08
2012-01-01 05:26:00 UTC,+0,+127.071
2012-01-01 05:27:00 UTC,+0,+127.062
2012-01-01 05:28:00 UTC,+0,+127.053
2012-01-01 05:29:00 UTC,+0,+127.044
2012-01-01 05:30:00 UTC,+0,+127.035
2012-01-01 05:31:00 UTC,+0,+127.026
2012-01-01 05:32:00 UTC,+0,+127.016
2012-01-01 05:33:00 UTC,+0,+127.007
2012-01-01 05:34:00 UTC,+0,+126.998
2012-01-01 05:35:00 UTC,+0,+126.989
2012-01-01 05:36:00 UTC,+0,+126.98
2012-01-01 05:37:00 UTC,+0,+126.971
2012-01-01 05:38:00 UTC,+0,+126.961
2012-01-01 05:39:00 UTC,+0,+126.952
2012-01-01 05:40:00 UTC,+0,+126.943
2012-01-01 05:41:00 UTC,+0,+126.934
2012-01-01 05:42:00 UTC,+0,+126.925
2012-01-01 05:43:00 UTC,+0,+126.916
2012-01-01 05:44:00 UTC,+0,+126.906
2012-01-01 05:45:00 UTC,+0,+126.897
2012-01-01 05:46:00 UTC,+0,+126.888
2012-01-01 05:47:00 UTC,+0,+126.879
2012-01-01 05:48:00 UTC,+0,+126.87
2012-01-01 05:49:00 UTC,+0,+126.861
2012-01-01 05:50:00 UTC,+0,+126.851
2012-01-01 05:51:00 UTC,+0,+126.842
2012-01-01 05:52:00 UTC,+0,+126.833
2012-01-01 05:53:00 UTC,+0,+126.824
2012-01-01 05:54:00 UTC,+0,+126.815
2012-01-01 05:55:00 UTC,+0,+126.806
2012-01-01 05:56:00 UTC,+0,+126.796
2012-01-01 05:57:00 UTC,+0,+126.787
2012-01-01 05:58:00 UTC,+0,+126.778
2012-01-01 05:59:00 UTC,+0,+126.769
2012-01-01 06:00:00 UTC,+0,+126.76
2012-01-01 06:01:00 UTC,+0,+126.75
2012-01-01 06:02:00 UTC,+0,+126.741
2012-01-01 06:03:00 UTC,+0,+126.732
2012-01-01 06:04:00 UTC,+0,+126.723
2012-01-01 06:05:00 UTC,+0,+126.714
2012-01-01 06:06:00 UTC,+0,+126.704
2012-01-01 06:07:00 UTC,+0,+126.695
2012-01-01 06:08:00 UTC,+0,+126.686
2012-01-01 06:09:00 UTC,+0,+126.677
2012-01-01 06:10:00 UTC,+0,+126.668
2012-01-01 06:11:00 UTC,+0,+126.659
2012-01-01 06:12:00 UTC,+0,+126.649
2012-01-01 06:13:00 UTC,+0,+126.64
2012-01-01 06:14:00 UTC,+0,+126.631
2012-01-01 06:15:00 UTC,+0,+126.622
2012-01-01 06:16:00 UTC,+0,+126.613
2012-01-01 06:17:00 UTC,+0,+126.603
2012-01-01 06:18:00 UTC,+0,+126.594
2012-01-01 06:19:00 UTC,+0,+126.585
2012-01-01 06:20:00 UTC,+0,+126.576
2012-01-01 06:21:00 UTC,+0,+126.567
2012-01-01 06:22:00 UTC,+0,+126.557
2012-01-01 06:23:00 UTC,+0,+126.548
2012-01-01 06:24:00 UTC,+0,+126.539
2012-01-01 06:25:00 UTC,+0,+126.53
2012-01-01 06:26:00 UTC,+0,+126.52
2012-01-01 06:27:00 UTC,+0,+126.511
2012-01-01 06:28:00 UTC,+0,+126.502
2012-01-01 06:29:00 UTC,+0,+126.493
2012-01-01 06:30:00 UTC,+0,+126.484
2012-01-01 06:31:00 UTC,+0,+126.474
2012-01-01 06:32:00 UTC,+0,+126.465
2012-01-01 06:33:00 UTC,+0,+126.456
2012-01-01 06:34:00 UTC,+0,+126.447
2012-01-01 06:35:00 UTC,+0,+126.438
2012-01-01 06:36:00 UTC,+0,+126.428
2012-01-01 06:37:00 UTC,+0,+126.419
2012-01-01 06:38:00 UTC,+0,+126.41
2012-01-01 06:39:00 UTC,+0,+126.401
2012-01-01 06:40:00 UTC,+0,+126.391
2012-01-01 06:41:00 UTC,+0,+126.382
2012-01-01 06:42:00 UTC,+0,+126.373
2012-01-01 06:43:00 UTC,+0,+126.364
2012-01-01 06:44:00 UTC,+0,+126.355
2012-01-01 06:45:00 UTC,+0,+126.346
2012-01-01 06:46:00 UTC,+0,+126.337
2012-01-01 06:47:00 UTC,+0,+126.328
2012-01-01 06:48:00 UTC,+0,+126.319
2012-01-01 06:49:00 UTC,+0,+126.31
2012-01-01 06:50:00 UTC,+0,+126.301
2012-01-01 06:51:00 UTC,+0,+126.292
2012-01-01 06:52:00 UTC,+0,+126.283
2012-01-01 06:53:00 UTC,+0,+126.274
2012-01-01 06:54:00 UTC,+0,+126.265
2012-01-01 06:55:00 UTC,+0,+126.256
2012-01-01 06:56:00 UTC,+0,+126.247
2012-01-01 06:57:00 UTC,+0,+126.238
2012-01-01 06:58:00 UTC,+0,+126.229
2012-01-01 06:59:00 UTC,+0,+126.22
2012-01-01 07:00:00 UTC,+0,+126.211
2012-01-01 07:01:00 UTC,+0,+126.202
2012-01-01 07:02:00 UTC,+0,+126.192
2012-01-01 07:03:00 UTC,+0,+126.183
2012-01-01 07:04:00 UTC,+0,+126.174
2012-01-01 07:05:00 UTC,+0,+126.165
2012-01-01 07:06:00 UTC,+0,+126.156
2012-01-01 07:07:00 UTC,+0,+126.147
2012-01-01 07:08:00 UTC,+0,+126.138
2012-01-01 07:09:00 UTC,+0,+126.128
2012-01-01 07:10:00 UTC,+0,+126.119
2012-01-01 07:11:00 UTC,+0,+126.11
2012-01-01 07:12:00 UTC,+4.5,+126.101
2012-01-01 07:13:00 UTC,+4.5,+126.705
2012-01-01 07:14:00 UTC,+4.5,+127.309
2012-01-01 07:15:00 UTC,+4.5,+127.914
2012-01-01 07:16:00 UTC,+4.5,+128.518
2012-01-01 07:17:00 UTC,+4.5,+129.121
2012-01-01 07:18:00 UTC,+4.5,+129.725
2012-01-01 07:19:00 UTC,+4.5,+130.329
2012-01-01 07:20:00 UTC,+4.5,+130.933
2012-01-01 07:21:00 UTC,+4.5,+131.537
2012-01-01 07:22:00 UTC,+4.5,+132.14
2012-01-01 07:23:00 UTC,+4.5,+132.744
2012-01-01 07:24:00 UTC,+4.5,+133.347
2012-01-01 07:25:00 UTC,+0,+133.951
2012-01-01 07:26:00 UTC,+0,+133.941
2012-01-01 07:27:00 UTC,+0,+133.931
2012-01-01 07:28:00 UTC,+0,+133.921
2012-01-01 07:29:00 UTC,+0,+133.911
2012-01-01 07:30:00 UTC,+0,+133.901
2012-01-01 07:31:00 UTC,+0,+133.89
2012-01-01 07:32:00 UTC,+0,+133.88
2012-01-01 07:33:00 UTC,+0,+133.87
2012-01-01 07:34:00 UTC,+0,+133.86
2012-01-01 07:35:00 UTC,+0,+133.85
2012-01-01 07:36:00 UTC,+0,+133.84
2012-01-01 07:37:00 UTC,+0,+133.829
2012-01-01 07:38:00 UTC,+0,+133.819
2012-01-01 07:39:00 UTC,+0,+133.809
2012-01-01 07:40:00 UTC,+0,+133.799
2012-01-01 07:41:00 UTC,+0,+133.788
2012-01-01 07:42:00 UTC,+0,+133.778
2012-01-01 07:43:00 UTC,+0,+133.768
2012-01-01 07:44:00 UTC,+0,+133.758
2012-01-01 07:45:00 UTC,+0,+133.747
2012-01-01 07:46:00 UTC,+0,+133.737
2012-01-01 07:47:00 UTC,+0,+133.727
2012-01-01 07:48:00 UTC,+0,+133.717
2012-01-01 07:49:00 UTC,+0,+133.706
2012-01-01 07:50:00 UTC,+0,+133.696
2012-01-01 07:51:00 UTC,+0,+133.686
2012-01-01 07:52:00 UTC,+0,+133.675
2012-01-01 07:53:00 UTC,+0,+133.665
2012-01-01 07:54:00 UTC,+0,+133.655
2012-01-01 07:55:00 UTC,+0,+133.645
2012-01-01 07:56:00 UTC,+0,+133.634
2012-01-01 07:57:00 UTC,+0,+133.624
2012-01-01 07:58:00 UTC,+0,+133.614
2012-01-01 07:59:00 UTC,+0,+133.603
2012-01-01 08:00:00 UTC,+0,+133.593
2012-01-01 08:01:00 UTC,+0,+133.583
2012-01-01 08:02:00 UTC,+0,+133.573
2012-01-01 08:03:00 UTC,+0,+133.563
2012-01-01 08:04:00 UTC,+0,+133.553
2012-01-01 08:05:00 UTC,+0,+133.543
2012-01-01 08:06:00 UTC,+0,+133.532
2012-01-01 08:07:00 UTC,+0,+133.522
2012-01-01 08:08:00 UTC,+0,+133.512
2012-01-01 08:09:00 UTC,+0,+133.502
2012-01-01 08:10:00 UTC,+0,+133.492
2012-01-01 08:11:00 UTC,+0,+133.482
2012-01-01 08:12:00 UTC,+0,+133.472
2012-01-01 08:13:00 UTC,+0,+133.462
2012-01-01 08:14:00 UTC,+0,+133.452
2012-01-01 08:15:00 UTC,+0,+133.442
2012-01-01 08:16:00 UTC,+0,+133.432
2012-01-01 08:17:00 UTC,+0,+133.422
2012-01-01 08:18:00 UTC,+0,+133.412
2012-01-01 08:19:00 UTC,+0,+133.401
2012-01-01 08:20:00 UTC,+0,+133.391
2012-01-01 08:21:00 UTC,+0,+133.381
2012-01-01 08:22:00 UTC,+0,+133.371
2012-01-01 08:23:00 UTC,+0,+133.361
2012-01-01 08:24:00 UTC,+0,+133.351
2012-01-01 08:25:00 UTC,+0,+133.34
2012-01-01 08:26:00 UTC,+0,+133.33
2012-01-01 08:27:00 UTC,+0,+133.32
2012-01-01 08:28:00 UTC,+0,+133.31
2012-01-01 08:29:00 UTC,+0,+133.3
2012-01-01 08:30:00 UTC,+0,+133.289
2012-01-01 08:31:00 UTC,+0,+133.279
2012-01-01 08:32:00 UTC,+0,+133.269
2012-01-01 08:33:00 UTC,+0,+133.259
2012-01-01 08:34:00 UTC,+0,+133.248
2012-01-01 08:35:00 UTC,+0,+133.238
2012-01-01 08:36:00 UTC,+0,+133.228
2012-01-01 08:37:00 UTC,+0,+133.218
2012-01-01 08:38:00 UTC,+0,+133.208
2012-01-01 08:39:00 UTC,+0,+133.197
2012-01-01 08:40:00 UTC,+0,+133.187
2012-01-01 08:41:00 UTC,+0,+133.177
2012-01-01 08:42:00 UTC,+0,+133.167
2012-01-01 08:43:00 UTC,+0,+133.157
2012-01-01 08:44:00 UTC,+0,+133.146
2012-01-01 08:45:00 UTC,+0,+133.136
2012-01-01 08:46:00 UTC,+0,+133.126
2012-01-01 08:47:00 UTC,+0,+133.116
2012-01-01 08:48:00 UTC,+0,+133.106
2012-01-01 08:49:00 UTC,+0,+133.095
2012-01-01 08:50:00 UTC,+0,+133.085
2012-01-01 08:51:00 UTC,+0,+133.075
2012-01-01 08:52:00 UTC,+0,+133.065
2012-01-01 08:53:00 UTC,+0,+133.055
2012-01-01 08:54:00 UTC,+0,+133.044
2012-01-01 08:55:00 UTC,+0,+133.034
2012-01-01 08:56:00 UTC,+0,+133.024
2012-01-01 08:57:00 UTC,+0,+133.014
2012-01-01 08:58:00 UTC,+0,+133.004
2012-01-01 08:59:00 UTC,+0,+132.993
2012-01-01 09:00:00 UTC,+0,+132.983
2012-01-01 09:01:00 UTC,+0,+132.973
2012-01-01 09:02:00 UTC,+0,+132.963
2012-01-01 09:03:00 UTC,+0,+132.953
2012-01-01 09:04:00 UTC,+0,+132.943
2012-01-01 09:05:00 UTC,+0,+132.933
2012-01-01 09:06:00 UTC,+0,+132.924
2012-01-01 09:07:00 UTC,+0,+132.914
2012-01-01 09:08:00 UTC,+0,+132.904
2012-01-01 09:09:00 UTC,+0,+132.894
